adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	sFam	div	rpkm_IP_polyP	rpkm_adult_polyP	LTR_type2	species	log2RPKM_centered
LTR_As:2008	1.11356894023274	2.06267679681567	LTR	rnd-1_family-602	no_RT	Other	As	215	LTR/Pao	4.7	9.59384556658454	5.17939041968718	non-autonomous	heligmosomoides_bakeri	-0.102526847366547
LTR_As:2010	13.2814776448732	14.3617164281684	LTR	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	791	LTR/Pao	11.2	18.1564050925011	16.7907429138726	non-autonomous	heligmosomoides_bakeri	0.817770613159245
LTR_As:2012	10.9333417339945	4.06589688200477	LTR	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	178	LTR/Gypsy	22.2	22.8421173146336	61.4232681685086	non-autonomous	heligmosomoides_bakeri	1.1489884163276
int_As:2016	39.0262308593521	11.2771061299446	int	rnd-5_family-4189	N0.HOG0000032_OG0000021_n0	C	As	160	LTR/Pao	10	70.481913312154	243.91394287095	non-autonomous	heligmosomoides_bakeri	2.77454511944651
int_As:2017	80.3873837109204	36.0794499641559	int	rnd-5_family-4189	N0.HOG0000032_OG0000021_n0	C	As	767	LTR/Pao	11.8	47.0397000836452	104.807540692204	non-autonomous	heligmosomoides_bakeri	2.19117089289865
LTR_As:2018	38.1673986087567	21.4276981780462	LTR	rnd-5_family-4189	N0.HOG0000032_OG0000021_n0	C	As	144	LTR/Pao	25.9	148.803459569765	265.051379227477	non-autonomous	heligmosomoides_bakeri	3.85262819435951
LTR_As:2023	21.1986329663355	9.17846318154871	LTR	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	261	LTR/Gypsy	23.1	35.1665255998035	81.2208159629713	non-autonomous	heligmosomoides_bakeri	1.7714948369386
int_As:2024	164.741202633077	88.0605765233631	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	835	LTR/Gypsy	16.3	105.461768291453	197.294853452787	non-autonomous	heligmosomoides_bakeri	3.35594021782916
int_As:2025	366.584832761358	187.794101369902	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	2108	LTR/Gypsy	18.2	89.0863858490998	173.901723321327	non-autonomous	heligmosomoides_bakeri	3.11249700748045
LTR_As:2026	24.0121673174528	13.1319664208709	LTR	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	150	LTR/Gypsy	23.3	87.546442805806	160.081115449685	non-autonomous	heligmosomoides_bakeri	3.08734059119689
LTR_As:2030	1.11024895029585	3.03375089186296	LTR	rnd-1_family-807	no_RT	Other	As	262	LTR/Pao	2.3	11.5792018773395	4.23759141334294	non-autonomous	heligmosomoides_bakeri	0.16882784678721
int_As:2031	0.971457038173753	1.72936806653188	int	rnd-1_family-807	no_RT	Other	As	2419	LTR/Pao	1.1	0.714910321013593	0.401594476301675	non-autonomous	heligmosomoides_bakeri	-3.84880187843323
LTR_As:2032	0.518243073739306	0.817486380990326	LTR	rnd-1_family-807	no_RT	Other	As	262	LTR/Pao	2.3	3.12017702668063	1.97802699900499	non-autonomous	heligmosomoides_bakeri	-1.72300817953584
int_As:2036	282.352184225066	538.135811439296	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	1501	LTR/Gypsy	29.6	358.518195495867	188.109383227892	non-autonomous	heligmosomoides_bakeri	5.12126646630207
int_As:2038	10.85437444348	13.2208906386189	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	521	LTR/Gypsy	31.5	25.3759897094412	20.8337321371978	non-autonomous	heligmosomoides_bakeri	1.30075612215755
int_As:2040	1.65321650941042	0.610210304850663	int	rnd-1_family-218	no_RT	Other	As	210	LTR	10.8	2.90576335643173	7.87245956862105	non-autonomous	heligmosomoides_bakeri	-1.82571884827376
LTR_As:2048	2.29249654463362	1.02291912313391	LTR	rnd-5_family-7655	N0.HOG0000003_OG0000003_n0	C	As	381	LTR/Gypsy	7.5	2.68482709483966	6.01705129825096	non-autonomous	heligmosomoides_bakeri	-1.93980688342956
int_As:2064	7.85137262698628	6.95842215238229	int	rnd-5_family-5512	N0.HOG0000003_OG0000003_n0	C	As	679	LTR/Gypsy	27.1	10.2480444070431	11.5631408350313	non-autonomous	heligmosomoides_bakeri	-0.00735933662798161
LTR_As:2074	2.82098764147733	3.07560996932129	LTR	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	284	LTR/Gypsy	8.8	10.8296125680327	9.93305507562439	non-autonomous	heligmosomoides_bakeri	0.0722736621605335
int_As:2076	40.6987864960849	40.3483850391205	int	rnd-4_family-770	N0.HOG0000174_OG0000160_-	LC	As	1226	LTR/Gypsy	13.5	32.9105913859058	33.1964000783727	non-autonomous	heligmosomoides_bakeri	1.67584398221094
LTR_As:2078	2.79908396701876	1.93585569308062	LTR	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	223	LTR/Gypsy	6.7	8.68096723354536	12.5519460404429	non-autonomous	heligmosomoides_bakeri	-0.246780267101526
LTR_As:2086	2.54238885904337	2.72309378968903	LTR	rnd-5_family-9439	N0.HOG0000010_OG0000006_n0	HC	As	180	LTR/Pao	8.3	15.1282988316057	14.124382550241	non-autonomous	heligmosomoides_bakeri	0.554541797507623
int_As:2087	2.99321051999034	1.32796504019059	int	rnd-5_family-9439	N0.HOG0000010_OG0000006_n0	HC	As	94	LTR/Pao	5.3	14.1272876616021	31.8426651062802	non-autonomous	heligmosomoides_bakeri	0.455776536157139
int_As:2088	6.77618466839319	2.35665329525995	int	rnd-5_family-9439	N0.HOG0000010_OG0000006_n0	HC	As	935	LTR/Pao	11.6	2.52048480776466	7.24725632983229	non-autonomous	heligmosomoides_bakeri	-2.0309348053162
int_As:2090	9.36398419032349	3.15889229693986	int	rnd-5_family-9439	N0.HOG0000010_OG0000006_n0	HC	As	1197	LTR/Pao	11.1	2.63900776686705	7.82287735198287	non-autonomous	heligmosomoides_bakeri	-1.96464046716979
int_As:2102	4.47944270476013	1.52468352207722	int	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	397	LTR/Gypsy	11.8	3.84051265006856	11.283230994358	non-autonomous	heligmosomoides_bakeri	-1.42333716217603
int_As:2103	213.431868279403	162.192789316459	int	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	1193	LTR/Gypsy	11.6	135.953721137015	178.90349394753	non-autonomous	heligmosomoides_bakeri	3.72233576529113
LTR_As:2104	7.63631507005171	4.04743977227572	LTR	rnd-5_family-3572	N0.HOG0000009_OG0000005_n23	HC	As	215	LTR/Gypsy	12.6	18.8253012663987	35.5177445118684	non-autonomous	heligmosomoides_bakeri	0.869964983971289
int_As:2106	214.081391064933	183.269545369345	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	5648	LTR/Pao	28.8	32.4485738968387	37.903929012913	non-autonomous	heligmosomoides_bakeri	1.65544710473871
int_As:2111	364.479415982223	448.135702732659	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	5988	LTR/Pao	4.2	74.8389617122008	60.8683059422551	non-autonomous	heligmosomoides_bakeri	2.86108157435502
LTR_As:2112	4.57020031569571	6.19285735934109	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	239	LTR/Pao	10.5	25.9115370683728	19.1221770531201	non-autonomous	heligmosomoides_bakeri	1.33088662955276
LTR_As:2115	3.54981129606719	8.27106349835918	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	181	LTR/Pao	10.5	45.6964834163491	19.6122171053436	non-autonomous	heligmosomoides_bakeri	2.14937517766771
int_As:2116	37.5876594838197	66.8672114989796	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	1162	LTR/Pao	4.3	57.5449324431838	32.3473833767811	non-autonomous	heligmosomoides_bakeri	2.48198091751326
int_As:2125	2.93862015832041	4.56415950850519	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	193	LTR/Pao	19.9	23.6484948627212	15.2260111830073	non-autonomous	heligmosomoides_bakeri	1.19904039545191
int_As:2130	5.13013181412571	3.3745684229333	int	rnd-5_family-1215	N0.HOG0000003_OG0000003_n0	C	As	1203	LTR/Gypsy	31	2.80512753361039	4.26444872329652	non-autonomous	heligmosomoides_bakeri	-1.87656970016072
LTR_As:2144	0.743938736061591	0.929039150279	LTR	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	365	LTR/Gypsy	0	2.54531274049041	2.03818831797696	non-autonomous	heligmosomoides_bakeri	-2.01679313388856
int_As:2145	190.503009370931	160.125182377548	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	6597	LTR/Gypsy	0.4	24.2724241894115	28.8772183372641	non-autonomous	heligmosomoides_bakeri	1.23661023477504
LTR_As:2146	4.48544812736804	3.87314387430172	LTR	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	378	LTR/Gypsy	0	10.2464123658776	11.866264887217	non-autonomous	heligmosomoides_bakeri	-0.00758910975415539
LTR_As:2159	0.447536046934205	0.307190548027212	LTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	101	LTR/Gypsy	8.1	3.04149057452685	4.43104996964559	non-autonomous	heligmosomoides_bakeri	-1.75985753048254
LTR_As:2160	1.33735013450266	2.53602897397573	LTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	58	LTR/Gypsy	6.9	43.7246374823401	23.057760939701	non-autonomous	heligmosomoides_bakeri	2.08573845397069
int_As:2161	1.11527481744439	1.22980293040834	int	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	165	LTR/Gypsy	7	7.4533510933839	6.75924131784482	non-autonomous	heligmosomoides_bakeri	-0.466746843792855
LTR_As:2162	19.3496460622589	20.2116797464637	LTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	275	LTR/Gypsy	7.8	73.497017259868	70.3623493173051	non-autonomous	heligmosomoides_bakeri	2.83497773308409
LTR_As:2173	9.06352589713164	9.25090057780738	LTR	rnd-5_family-12238	N0.HOG0000010_OG0000006_n0	HC	As	252	LTR/Pao	3.2	36.7099229278071	35.9663726076653	non-autonomous	heligmosomoides_bakeri	1.83346211656338
int_As:2174	84.8486898119573	86.1237109993392	int	rnd-5_family-12238	N0.HOG0000010_OG0000006_n0	HC	As	3024	LTR/Pao	6.1	28.4800631611572	28.0584291706208	non-autonomous	heligmosomoides_bakeri	1.46724437686888
LTR_As:2178	1.19400660294086	1.43257748025683	LTR	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	230	LTR/Pao	15.9	6.22859774024708	5.19133305626463	non-autonomous	heligmosomoides_bakeri	-0.725728661567611
int_As:2180	16.2549188441381	14.3951010845611	int	rnd-5_family-7655	N0.HOG0000003_OG0000003_n0	C	As	1438	LTR/Gypsy	31.3	10.0105014496252	11.303837861014	non-autonomous	heligmosomoides_bakeri	-0.0411937249695495
LTR_As:2183	4.86037271272067	6.32589141500008	LTR	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	518	LTR/Pao	1.2	12.2121455888032	9.38295890486615	non-autonomous	heligmosomoides_bakeri	0.24560872510031
int_As:2184	230.367338899661	388.978201183689	int	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	4716	LTR/Pao	1.1	82.4805346021392	48.8480362382657	non-autonomous	heligmosomoides_bakeri	3.00134571469346
int_As:2186	6.99750593641028	4.77921449532651	int	rnd-5_family-7655	N0.HOG0000003_OG0000003_n0	C	As	3249	LTR/Gypsy	30.7	1.47098014629933	2.15374143933835	non-autonomous	heligmosomoides_bakeri	-2.80785828905253
int_As:2189	110.710054997142	195.012606960451	int	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	2422	LTR/Pao	1.3	80.5171787615405	45.7101796024533	non-autonomous	heligmosomoides_bakeri	2.96658865365604
LTR_As:2190	29.3142740515372	48.7259913910113	LTR	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	519	LTR/Pao	1.6	93.884376475937	56.4822236060446	non-autonomous	heligmosomoides_bakeri	3.18817712656388
int_As:2194	1.11343834502218	2.13800660800774	int	rnd-4_family-2462	N0.HOG0000123_OG0000109_n0	LC	As	914	LTR/Pao	28.8	2.33917571992094	1.21820387858007	non-autonomous	heligmosomoides_bakeri	-2.1386358221832
int_As:2198	0.960856431897536	1.94340971764915	int	rnd-3_family-522	N0.HOG0000010_OG0000006_n0	HC	As	995	LTR/Pao	28	1.95317559562728	0.965684856178428	non-autonomous	heligmosomoides_bakeri	-2.39881440670076
LTR_As:2216	45.2683289300163	35.680608339989	LTR	rnd-5_family-7032	no_RT	Other	As	319	LTR/Pao	25.3	111.851436802473	141.90698724143	non-autonomous	heligmosomoides_bakeri	3.44080391478357
LTR_As:2225	6.52821757360322	8.08022000243392	LTR	rnd-5_family-7032	no_RT	Other	As	192	LTR/Pao	24.8	42.0844791793433	34.0011331958501	non-autonomous	heligmosomoides_bakeri	2.03058029428063
int_As:2226	65.9184426903776	124.634413551449	int	rnd-5_family-7032	no_RT	Other	As	1657	LTR/Pao	22.5	75.2169061867527	39.7818000545429	non-autonomous	heligmosomoides_bakeri	2.86834899787949
LTR_As:2241	13.1695518574963	4.71763987968337	LTR	rnd-5_family-767	N0.HOG0000199_OG0000185_-	LC	As	168	LTR/Gypsy	2.5	28.08118976002	78.3901896279544	non-autonomous	heligmosomoides_bakeri	1.44689609292132
int_As:2242	25.6569614407275	28.8891555381128	int	rnd-5_family-767	N0.HOG0000199_OG0000185_-	LC	As	830	LTR/Gypsy	4	34.8062114917021	30.9120017358163	non-autonomous	heligmosomoides_bakeri	1.7566368224286
int_As:2248	1.34867477263185	1.52425737876157	int	rnd-5_family-4189	N0.HOG0000032_OG0000021_n0	C	As	769	LTR/Pao	27.5	1.98212923115939	1.75380334542503	non-autonomous	heligmosomoides_bakeri	-2.37758503719895
LTR_As:2258	2.5032399817131	2.25576006648559	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	790	LTR/Pao	6.1	2.85539248922226	3.16865820470012	non-autonomous	heligmosomoides_bakeri	-1.85094699834206
int_As:2259	549.582885451723	719.815602575519	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	9185	LTR/Pao	2.5	78.3686012602633	59.8348269408517	non-autonomous	heligmosomoides_bakeri	2.92756777876398
LTR_As:2260	1.25593445848145	1.53463483595835	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	790	LTR/Pao	6.1	1.94257574171943	1.58979045377398	non-autonomous	heligmosomoides_bakeri	-2.40666521291513
LTR_As:2267	9.30469378821895	20.3919056338909	LTR	rnd-5_family-3633	no_RT	Other	As	541	LTR/Pao	3	37.6929863842715	17.199064303547	non-autonomous	heligmosomoides_bakeri	1.87158813412021
int_As:2268	16.0270462242905	15.1172324132893	int	rnd-5_family-3633	no_RT	Other	As	1574	LTR/Pao	3	9.60434079624477	10.182367359778	non-autonomous	heligmosomoides_bakeri	-0.100949467398875
int_As:2269	20.5943817045223	11.0263307534103	int	rnd-5_family-3633	no_RT	Other	As	2712	LTR/Pao	1.4	4.06575617751116	7.59379856361443	non-autonomous	heligmosomoides_bakeri	-1.34111236416003
LTR_As:2270	61.1347381376811	139.359766627824	LTR	rnd-5_family-3633	no_RT	Other	As	524	LTR/Pao	3.8	265.953753106534	116.669347590994	non-autonomous	heligmosomoides_bakeri	4.69039552217267
Undetermined_As:2282	5.60391348124722	4.99570272883158	Undetermined	rnd-5_family-6992	N0.HOG0000197_OG0000183_-	LC	As	1641	LTR/Pao	14.3	3.04430391763045	3.4149381360434	non-autonomous	heligmosomoides_bakeri	-1.75852367130006
int_As:2284	28.7580828384946	16.2882836905555	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2842	LTR/Pao	4.9	5.73127504945653	10.1189594787103	non-autonomous	heligmosomoides_bakeri	-0.845779929586334
int_As:2288	79.6051955919319	58.210922330798	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	1090	LTR/Pao	5.3	53.4045158998147	73.0322895338825	non-autonomous	heligmosomoides_bakeri	2.37425377279015
int_As:2290	46.0148215909475	32.7385710234465	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	1047	LTR/Pao	4.4	31.2689312544857	43.9492087783643	non-autonomous	heligmosomoides_bakeri	1.60202194106394
int_As:2292	24.0127178620189	23.8719480935022	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	1864	LTR/Pao	9.3	12.8068391059561	12.8823593680359	non-autonomous	heligmosomoides_bakeri	0.314206474810731
int_As:2300	46.0739663115151	42.5100593006803	int	rnd-5_family-9494	N0.HOG0000009_OG0000005_n23	HC	As	228	LTR/Gypsy	31.7	186.447628511756	202.078799611908	non-autonomous	heligmosomoides_bakeri	4.17799057305606
int_As:2306	3.99781553576124	1.83468472877384	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	977	LTR/Pao	12	1.87787587387292	4.09192992401355	non-autonomous	heligmosomoides_bakeri	-2.45553435870886
int_As:2308	1.85624401390863	1.12183956850186	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	205	LTR/Pao	9.3	5.47238813903348	9.05484884833478	non-autonomous	heligmosomoides_bakeri	-0.912465504228021
int_As:2316	16.4629183328878	10.022372009449	int	rnd-5_family-557	N0.HOG0000003_OG0000003_n0	C	As	1408	LTR/Gypsy	32.1	7.11816193852914	11.6924135886988	non-autonomous	heligmosomoides_bakeri	-0.533131309234636
int_As:2318	476.133613336657	340.289162477259	int	rnd-5_family-557	N0.HOG0000003_OG0000003_n0	C	As	4629	LTR/Gypsy	29.4	73.5124567892112	102.858849284221	non-autonomous	heligmosomoides_bakeri	2.83528076841761
int_As:2323	13.6255756482973	13.1931477079393	int	rnd-4_family-1891	N0.HOG0000003_OG0000003_n0	C	As	199	LTR/Gypsy	9.3	66.2972246630115	68.4702293884288	non-autonomous	heligmosomoides_bakeri	2.68624050849578
int_As:2324	2.5077804933333	1.84574946645153	int	rnd-4_family-1891	N0.HOG0000003_OG0000003_n0	C	As	485	LTR/Gypsy	12.6	3.80566900299284	5.17068142955319	non-autonomous	heligmosomoides_bakeri	-1.43648597477095
LTR_As:2328	2.73547444797724	2.75403474074391	LTR	rnd-5_family-2825	N0.HOG0000009_OG0000005_n23	HC	As	160	LTR/Gypsy	0.6	17.2127171296494	17.0967152998577	non-autonomous	heligmosomoides_bakeri	0.740766884386866
int_As:2329	592.215962738265	546.232399524889	int	rnd-5_family-2825	N0.HOG0000009_OG0000005_n23	HC	As	4348	LTR/Gypsy	0.7	125.628426753654	136.20422326087	non-autonomous	heligmosomoides_bakeri	3.60838307500921
LTR_As:2330	11.1097352378722	4.56219474938421	LTR	rnd-5_family-2825	N0.HOG0000009_OG0000005_n23	HC	As	162	LTR/Gypsy	0	28.1616959838532	68.5786125794581	non-autonomous	heligmosomoides_bakeri	1.45102625116883
Undetermined_As:2335	22.500354143976	26.8238011610677	Undetermined	rnd-5_family-6044	N0.HOG0000182_OG0000168_-	LC	As	542	LTR/Pao	11.5	49.4904080462503	41.5135685313211	non-autonomous	heligmosomoides_bakeri	2.26444096826105
LTR_As:2336	2.92690541883214	3.22562447410288	LTR	rnd-5_family-6044	N0.HOG0000182_OG0000168_-	LC	As	76	LTR/Pao	11.8	42.4424272908274	38.511913405686	non-autonomous	heligmosomoides_bakeri	2.04279919767694
int_As:2337	658.541453199176	818.622116902283	int	rnd-5_family-6044	N0.HOG0000182_OG0000168_-	LC	As	8916	LTR/Pao	6.8	91.8149525462408	73.8606385373683	non-autonomous	heligmosomoides_bakeri	3.15602115427102
LTR_As:2338	2.0815169181213	1.02478236878661	LTR	rnd-5_family-6044	N0.HOG0000182_OG0000168_-	LC	As	90	LTR/Pao	8.9	11.3864707642957	23.1279657569033	non-autonomous	heligmosomoides_bakeri	0.144612684167637
Undetermined_As:2345	2.39922934867857	2.34332205690117	Undetermined	rnd-5_family-421	N0.HOG0000144_OG0000130_-	LC	As	1189	LTR/Pao	7.2	1.97083436240637	2.01785479283311	non-autonomous	heligmosomoides_bakeri	-2.38582953280214
LTR_As:2356	56.9359911730367	92.7788775507645	LTR	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	916	LTR/Pao	3.8	101.286984225725	62.1571956037518	non-autonomous	heligmosomoides_bakeri	3.2976689200221
int_As:2357	140.350715724306	152.975706413959	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	1841	LTR/Pao	3.2	83.0938111971532	76.2361302141805	non-autonomous	heligmosomoides_bakeri	3.01203306054018
int_As:2358	106.652021012461	113.146818844049	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	1655	LTR/Pao	5.8	68.3666579118118	64.4423087688583	non-autonomous	heligmosomoides_bakeri	2.73058493228581
int_As:2362	11.3960285380915	5.03142132710139	int	rnd-5_family-4078	N0.HOG0000070_OG0000056_n0	C	As	2102	LTR/Gypsy	21.5	2.39363526503396	5.42151690679901	non-autonomous	heligmosomoides_bakeri	-2.10543272835471
Undetermined_As:2363	6.41586135759301	2.85962491576251	Undetermined	rnd-5_family-4078	N0.HOG0000070_OG0000056_n0	C	As	1817	LTR/Gypsy	18	1.57381668451431	3.53101890896698	non-autonomous	heligmosomoides_bakeri	-2.71036855586656
Undetermined_As:2367	1.10412182223557	0.612645456874557	Undetermined	rnd-5_family-4078	N0.HOG0000070_OG0000056_n0	C	As	233	LTR/Gypsy	18.7	2.62937964323844	4.73872026710544	non-autonomous	heligmosomoides_bakeri	-1.96991360317702
Undetermined_As:2368	21.9621912687646	17.9146007202796	Undetermined	rnd-5_family-4078	N0.HOG0000070_OG0000056_n0	C	As	1850	LTR/Gypsy	21.8	9.68356795690787	11.8714547398727	non-autonomous	heligmosomoides_bakeri	-0.0890973504996055
int_As:2370	16.4619444276926	11.1346980752153	int	rnd-1_family-943	no_RT	Other	As	360	LTR/Gypsy	21.4	30.9297168755982	45.7276234102572	non-autonomous	heligmosomoides_bakeri	1.58628565839721
int_As:2372	5.84984626317397	3.46562418624996	int	rnd-1_family-943	no_RT	Other	As	255	LTR/Gypsy	17.6	13.5906830833332	22.9405735810744	non-autonomous	heligmosomoides_bakeri	0.399910000486085
int_As:2376	8.97973201430036	9.88707068105102	int	rnd-1_family-706	N0.HOG0000070_OG0000056_n0	C	As	2225	LTR/Gypsy	2.4	4.44362727238248	4.0358346131687	non-autonomous	heligmosomoides_bakeri	-1.21289825404982
LTR_As:2377	4.59222292913883	4.18612493635137	LTR	rnd-1_family-706	N0.HOG0000070_OG0000056_n0	C	As	299	LTR/Gypsy	3.7	14.000417847329	15.3586051141767	non-autonomous	heligmosomoides_bakeri	0.442761916596488
int_As:2378	2.40580346129982	1.84342060151219	int	rnd-1_family-706	N0.HOG0000070_OG0000056_n0	C	As	749	LTR/Gypsy	3.8	2.46117570295353	3.21202064258988	non-autonomous	heligmosomoides_bakeri	-2.06528840858892
Undetermined_As:2380	5.81291738573625	6.51372357536788	Undetermined	rnd-5_family-338	N0.HOG0000016_OG0000008_n0	HC	As	1402	LTR/Pao	7.5	4.6460225216604	4.14616076015425	non-autonomous	heligmosomoides_bakeri	-1.14863991618935
Undetermined_As:2384	6.13135588511278	7.25355127452215	Undetermined	rnd-5_family-4078	N0.HOG0000070_OG0000056_n0	C	As	5457	LTR/Gypsy	27.8	1.32921958484921	1.12357630293436	non-autonomous	heligmosomoides_bakeri	-2.95405660873112
Undetermined_As:2386	18.9753641722616	29.4134669345847	Undetermined	rnd-5_family-338	N0.HOG0000016_OG0000008_n0	HC	As	1402	LTR/Pao	7.4	20.9796483128279	13.5344965565347	non-autonomous	heligmosomoides_bakeri	1.02628252490413
LTR_As:2389	0.22272866681594	0.50938949956747	LTR	rnd-1_family-706	N0.HOG0000070_OG0000056_n0	C	As	264	LTR/Gypsy	3	1.92950568017981	0.843669192484621	non-autonomous	heligmosomoides_bakeri	-2.41640477287121
int_As:2390	1.42237623014095	2.03590092327517	int	rnd-1_family-706	N0.HOG0000070_OG0000056_n0	C	As	749	LTR/Gypsy	3.9	2.71815877606831	1.89903368510141	non-autonomous	heligmosomoides_bakeri	-1.92200633298782
LTR_As:2394	0.739061346780376	2.14878360615923	LTR	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	301	LTR/Gypsy	17	7.13881596730641	2.45535331156271	non-autonomous	heligmosomoides_bakeri	-0.528951252853306
int_As:2395	2.8911357842854	2.65872218256827	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	1231	LTR/Gypsy	15.4	2.15980680955993	2.34860746083298	non-autonomous	heligmosomoides_bakeri	-2.25373379189105
int_As:2398	1.57147146852417	1.42786122995449	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	289	LTR/Gypsy	12.1	4.94069629742039	5.4376175381459	non-autonomous	heligmosomoides_bakeri	-1.05992168720066
int_As:2412	6.66877469829431	4.83820043468307	int	rnd-4_family-356	no_RT	Other	As	1216	LTR/Pao	5.4	3.97878325220647	5.48418971899203	non-autonomous	heligmosomoides_bakeri	-1.37230875477449
int_As:2413	59.115701988119	66.0456100771995	int	rnd-4_family-356	no_RT	Other	As	2008	LTR/Pao	7	32.8912400782866	29.4400906315334	non-autonomous	heligmosomoides_bakeri	1.6749954332961
LTR_As:2414	0.296243853575015	0.102617044554482	LTR	rnd-4_family-356	no_RT	Other	As	237	LTR/Pao	10.1	0.432983310356466	1.24997406571736	non-autonomous	heligmosomoides_bakeri	-4.5722527423875
int_As:2416	1.25169679870177	1.01769151160861	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	207	LTR/Pao	4.8	4.91638411405127	6.04684443817279	non-autonomous	heligmosomoides_bakeri	-1.06703842685215
int_As:2418	79.4210113443065	67.7405802306868	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3399	LTR/Pao	6.6	19.9295617036443	23.3659933346003	non-autonomous	heligmosomoides_bakeri	0.952202013432662
LTR_As:2421	0.370545924304376	0.50938949956747	LTR	rnd-5_family-4356	N0.HOG0000105_OG0000091_n0	LC	As	124	LTR/Pao	14.1	4.10797983522153	2.98827358309981	non-autonomous	heligmosomoides_bakeri	-1.32620696389963
int_As:2422	2.67067847336021	2.85962491576251	int	rnd-5_family-4356	N0.HOG0000105_OG0000091_n0	LC	As	1364	LTR/Pao	10.7	2.09649920510448	1.95797542035206	non-autonomous	heligmosomoides_bakeri	-2.29665378065661
int_As:2426	3.63209384121865	1.42276677010909	int	rnd-3_family-1141	N0.HOG0000050_OG0000036_n0	C	As	1424	LTR/DIRS	32.1	0.999133967773238	2.55062769748501	non-autonomous	heligmosomoides_bakeri	-3.36588602556832
int_As:2431	1.03336884443361	0.51636930590711	int	rnd-5_family-4356	N0.HOG0000105_OG0000091_n0	LC	As	538	LTR/Pao	6.3	0.959794248897974	1.92075993389147	non-autonomous	heligmosomoides_bakeri	-3.42383899029621
int_As:2432	26.5012508593501	12.5659128322759	int	rnd-5_family-4356	N0.HOG0000105_OG0000091_n0	LC	As	1473	LTR/Pao	9.6	8.53083016447783	17.9913447789206	non-autonomous	heligmosomoides_bakeri	-0.271949921837197
int_As:2434	383.192597946983	319.252774356171	int	rnd-1_family-668	N0.HOG0000003_OG0000003_n0	C	As	5572	LTR/Gypsy	31.2	57.295903509722	68.7711051591858	non-autonomous	heligmosomoides_bakeri	2.47572402522411
