Adult_IP	Secr_IP	LTR_type	family	HOG	cons	strand	length	dt	Adult_IP_rpkm	Secr_IP_rpkm	sim_LTR	length_centred
LTR_As:56403	8.98320123923541	17.9944401539604	LTR_fl	rnd-4_family-1891	N0.HOG0000003_OG0000003_n0	C	As	2.39445168082622	1	5.19797338361061	6.19067256338118	LTR	-0.565484364161935
int_As:48270	363.110898049362	715.159196601947	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.99118175766787	1	5.21210821958691	6.18972780596633	int	1.03124571267972
int_As:64944	10.7708431465895	62.9909543130674	int	rnd-1_family-807	no_RT	Other	As	2.93751789201735	1	3.65256407295988	6.18738200273011	int	-0.022418152970805
LTR_As:5125	1.2603126807768	24.7970055779877	LTR	rnd-5_family-957	no_RT	Other	As	2.53529412004277	1	2.00942992250763	6.1827638534754	LTR	-0.424641924945381
soloLTR_As:1400	2.71796247219117	19.2141391065826	soloLTR	rnd-1_family-807	no_RT	Other	As	2.42651126136458	1	3.40959519636303	6.17815332905391	soloLTR	-0.533424783623576
LTR_As:56129	4.52819416846346	21.2873754454536	LTR	rnd-5_family-2061	no_RT	Other	As	2.47129171105894	1	3.97291326352437	6.17637526096134	LTR	-0.488644333929213
LTR_As:1474	91.8465605565601	25.8150447932641	LTR	rnd-5_family-7032	no_RT	Other	As	2.55509444857832	0	8.00098079673914	6.17475821127918	LTR	-0.404841596409832
LTR_As:14966	7.11228714476215	29.7828988292118	LTR	rnd-4_family-956	N0.HOG0000010_OG0000006_n0	HC	As	2.61804809671209	1	4.12334917760085	6.1710327819145	LTR	-0.341887948276059
int_As:24787	49.2977966996891	135.033266044862	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	3.27531135454181	1	4.71239757810708	6.16388724913515	int	0.31537530955366
int_As:52361	10.7456876245784	27.459099907174	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	2.58658730467176	1	4.81503722039549	6.15884779560009	int	-0.373348740316397
LTR_As:8915	8.27142223599508	31.360618786672	LTR	rnd-5_family-1248	N0.HOG0000003_OG0000003_n0	C	As	2.64738297011462	1	4.24031895513551	6.14775925570381	LTR	-0.312553074873532
LTR_As:42696	0.452186685566591	6.39536857738022	LTR_fl	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.96378782734556	1	2.63700628688756	6.1460524717716	LTR	-0.996148217642596
int_As:4534	25.2228075509552	43.0524254137229	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.78604121024255	1	5.37425612701935	6.1427854614057	int	-0.173894834745598
int_As:64949	123.546667904717	200.668786336498	int	rnd-5_family-2061	no_RT	Other	As	3.45392959205773	1	5.44239094455847	6.14161324620111	int	0.493993547069577
LTR_As:58936	4.45034923697586	29.4443777986608	LTR	rnd-5_family-2061	no_RT	Other	As	2.6222140229663	1	3.44713794731612	6.14078264222793	LTR	-0.337722022021857
LTR_As:54304	0.770838210137571	2.55727644624207	LTR	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	1.57978359661681	1	4.5519975409392	6.13831642450367	LTR	-1.38015244837134
LTR_As:45594	17.4785133623774	30.6127967065263	LTR	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	2.64048143697042	1	5.33168586851843	6.13600252684604	LTR	-0.31945460801773
LTR_As:50421	0.763779854779541	22.846916652535	LTR	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	2.51454775266029	1	1.43424321413415	6.13412455653031	LTR	-0.445388292327866
int_As:18136	20.3848212297192	57.458032479361	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	2.91592721169712	1	4.63716936924537	6.12673031746982	int	-0.044008833291036
LTR_As:11995	1.04461287010398	14.8160926545332	LTR	rnd-1_family-602	no_RT	Other	As	2.33041377334919	1	2.44439642571201	6.12505909387172	LTR	-0.629522271638961
int_As:44290	90.2716868482196	286.733068688832	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.61489721603313	1	4.45547306532057	6.12152339679474	int	0.654961171044983
int_As:11801	36.3775770492558	99.1370502274318	int	rnd-1_family-218	no_RT	Other	As	3.15411952551585	1	4.6777566291718	6.12112242252777	int	0.194183480527695
int_As:53135	12.0780150407146	19.9193052927738	int	rnd-1_family-943	no_RT	Other	As	2.45939248775923	1	5.40443969413514	6.12062302477276	int	-0.500543557228921
LTR_As:5718	0.486863988343216	6.62473852490887	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.98677173426624	1	2.64546979506523	6.1196117276415	LTR	-0.973164310721907
int_As:38888	54.9941783308374	131.615250169867	int	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	3.27829620809127	1	4.8598712720779	6.11701724167867	int	0.318360163103122
LTR_As:15251	14.1229309407609	33.7193258059046	LTR_fl	rnd-5_family-878	N0.HOG0000027_OG0000016_n0	C	As	2.68841982200271	1	4.86722391254429	6.11568318582777	LTR	-0.271516222985441
soloLTR_As:11311	29.6519828755258	48.691866714046	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.8488047010518	1	5.39814178381489	6.11142357093797	soloLTR	-0.111131343936348
int_As:22943	8.38807951903315	16.9520053395015	int_fl	rnd-4_family-356	no_RT	Other	As	2.39445168082622	1	5.10046334452113	6.10513905491992	int	-0.565484364161935
int_As:2008	108.936993881458	45.515900618089	int	rnd-5_family-3633	no_RT	Other	As	2.82151352840477	0	7.36185705125482	6.10501606066815	int	-0.138422516583379
int_As:16269	8.56976189917614	48.3862995166246	int	rnd-1_family-218	no_RT	Other	As	2.8488047010518	1	3.62156275827216	6.10236097420937	int	-0.111131343936348
int_As:34439	4.40280709391083	9.27583222338596	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	2.13672056715641	1	5.04506504269964	6.09976761223322	int	-0.823215477831745
int_As:22192	6.27118155499392	12.5492813261235	int	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	2.26717172840301	1	5.11050856508285	6.09765771777295	int	-0.692764316585138
soloLTR_As:46778	19.0736218676438	30.7570382602866	soloLTR	rnd-5_family-3867	N0.HOG0000009_OG0000005_n23	HC	As	2.65417654187796	1	5.4113542184637	6.09726656205319	soloLTR	-0.305759503110191
int_As:30623	143.63752954156	256.65576117354	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	3.57484119506338	1	5.25791231171549	6.09478383862536	int	0.614905150075233
int_As:37144	601.601108804272	363.241366128675	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.72599325892472	0	6.82125339940124	6.09356341204633	int	0.766057213936571
LTR_As:34394	1.13714951309315	13.5996544739885	LTR	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	2.30319605742049	1	2.64406063751364	6.09288195151065	LTR	-0.656739987567663
int_As:11925	89.4277942408007	157.651891359767	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.3647385550554	1	5.27294932447306	6.09006076251454	int	0.404802510067247
int_As:51793	113.336885498353	208.598628966378	int	rnd-5_family-2441	N0.HOG0000027_OG0000016_n0	C	As	3.48657215051836	1	5.20964218926837	6.0890576616199	int	0.526636105530204
int_As:59232	50.7503542126778	145.794182490399	int	rnd-5_family-3872	N0.HOG0000003_OG0000003_n0	C	As	3.33122478102073	1	4.56844727679991	6.08867103313459	int	0.371288736032581
LTR_As:25038	1.79669722673911	9.62239636100657	LTR	rnd-5_family-4189	N0.HOG0000032_OG0000021_n0	C	As	2.15836249209525	1	3.73417061493711	6.0801173285656	LTR	-0.801573552892902
int_As:7954	31.1152330688418	19.4225158681919	int	rnd-4_family-450	N0.HOG0000010_OG0000006_n0	HC	As	2.46089784275655	0	6.75596174830163	6.07940329358385	int	-0.499038202231604
int_As:61922	31.3193799275999	97.2211093439342	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.15836249209525	1	4.44842817424653	6.0789083986243	int	0.198426447107098
soloLTR_As:4616	136.146641571357	49.403640693792	soloLTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.8668778143375	0	7.53251037830845	6.07226238983139	soloLTR	-0.0930582306506529
int_As:8706	272.644654983922	462.070679553088	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3.83733586801501	1	5.30994299021895	6.07077448603075	int	0.877399823026863
LTR_As:44828	0.386654269248316	5.85403053397661	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.94939000664491	1	2.51213394011578	6.06882734544795	LTR	-1.01054603834324
int_As:62825	54.2949524178121	133.75564036971	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.30102999566398	1	4.76592863647792	6.06475013429383	int	0.341093950675829
int_As:33848	14.4578132062586	61.7186239930693	int	rnd-1_family-807	no_RT	Other	As	2.96567197122011	1	3.9797186896108	6.06447253675622	int	0.00573592623195474
int_As:20629	27.2634614092403	51.4570483731739	int	rnd-1_family-943	no_RT	Other	As	2.88705437805096	1	5.15043646275369	6.06385469641844	int	-0.072881666937195
int_As:7510	119.603874562185	229.64872835145	int	rnd-5_family-8573	N0.HOG0000009_OG0000005_n23	HC	As	3.53592674139557	1	5.12325779260108	6.06372811767564	int	0.575990696407418
soloLTR_As:10445	57.3200660226368	28.7207390673139	soloLTR	rnd-5_family-7032	no_RT	Other	As	2.63548374681491	0	7.05488189038753	6.06092056008849	soloLTR	-0.32445229817324
LTR_As:5190	5.47597189710184	31.0431972864803	LTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.66931688056611	1	3.5829463780758	6.06028298139142	LTR	-0.290619164422039
int_As:39937	0.172920694969369	5.87811774252829	int	rnd-1_family-937	N0.HOG0000032_OG0000021_n0	C	As	1.95424250943932	1	1.70009056558691	6.05848109412472	int	-1.00569353554883
LTR_As:53457	4.26580298618123	13.6531820604379	LTR	rnd-5_family-2061	no_RT	Other	As	2.31597034545692	1	4.40509952134807	6.05608352713804	LTR	-0.643965699531234
LTR_As:28678	21.2983526329524	41.1634848077485	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.79309160017658	1	5.10811508118162	6.05483308028995	LTR	-0.166844444811572
LTR_As:22258	60.7852909591549	29.9033633783909	LTR	rnd-5_family-273	N0.HOG0000027_OG0000016_n0	C	As	2.6570558528571	0	7.06773113616581	6.04723848531788	LTR	-0.302880192131048
int_As:51813	5.45762022909121	31.1851721531573	int	rnd-5_family-957	no_RT	Other	As	2.67577834167409	1	3.55669397716092	6.04536358581254	int	-0.284157703314067
soloLTR_As:24486	6.48640839892223	29.9338935476907	soloLTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.65896484266444	1	3.85690968719698	6.04237956001911	soloLTR	-0.300971202323717
int_As:7768	22.0221070635133	196.968376114598	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	3.47581641303132	1	2.88811640062407	6.04207056019477	int	0.515880368043166
int_As:30769	3.11732568416074	10.2852157994095	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.19865708695442	1	4.35697593940414	6.04128796549657	int	-0.761278958033729
int_As:18809	27.2557411244272	94.0355055809789	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	3.15533603746506	1	4.25881444693586	6.04095760433219	int	0.19539999247691
int_As:48672	9.98217447815769	46.04308980938	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.84633711212981	1	3.84705586906389	6.03912726864047	int	-0.113598932858347
int_As:17473	26.2499632320472	71.4922565541718	int	rnd-1_family-807	no_RT	Other	As	3.03742649794062	1	4.59650296291069	6.03780346113149	int	0.077490452952472
soloLTR_As:22041	34.7913964906348	16.8943012561135	soloLTR	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	2.41329976408125	0	7.07460171669927	6.0376478505318	soloLTR	-0.5466362809069
int_As:14644	106.59468292507	40.9754235292582	int	rnd-4_family-1499	N0.HOG0000016_OG0000008_n0	HC	As	2.79657433321043	0	7.41338016620074	6.03666758942933	int	-0.163361711777722
int_As:57430	1.87292280050798	19.1606829762405	int	rnd-5_family-2061	no_RT	Other	As	2.46834733041216	1	2.76089181529375	6.03517723732403	int	-0.491588714575995
int_As:10047	383.976043398912	634.22803151074	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.98717450108754	1	5.30600019960969	6.02980772283281	int	1.02723845609939
int_As:62855	1.80428941964774	21.3552745803845	int	rnd-1_family-602	no_RT	Other	As	2.51851393987789	1	2.54369252944314	6.02407757230056	int	-0.441422105110264
soloLTR_As:47012	171.454244689451	51.9620470940439	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.90363251608424	0	7.74281468052629	6.02283706453308	soloLTR	-0.0563035289039142
soloLTR_As:2066	1.59368329406681	16.9141597011507	soloLTR	rnd-1_family-807	no_RT	Other	As	2.41830129131975	1	2.70924609383898	6.02270075142106	soloLTR	-0.541634753668407
int_As:41490	6.50332011531055	34.0666965660784	int	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	2.72181061521255	1	3.65168691523638	6.0194842063513	int	-0.238125429775605
int_As:5532	6.03869039607701	68.6911355358807	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	3.02612451674545	1	2.53598029904944	6.01778468511804	int	0.0661884717572985
LTR_As:50796	0.728991618211937	5.96103425631018	LTR_fl	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.9731278535997	1	3.17487088143446	6.01554467128779	LTR	-0.986808191388453
int_As:4752	1.60632953324277	19.0218996731643	int	rnd-1_family-675	N0.HOG0000047_OG0000033_n0	C	As	2.47129171105894	1	2.54438880831256	6.01497647636523	int	-0.488644333929213
int_As:39053	4.47312787734752	11.0621307974446	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	2.2380461031288	1	4.73046907518213	6.01429160644686	int	-0.721889941859356
int_As:1976	277.082173565767	726.499916403669	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	4.05246307748333	1	4.61858762556086	6.00885009530109	int	1.09252703249518
LTR_As:5464	1.21602255284448	21.7259964503017	LTR	rnd-5_family-957	no_RT	Other	As	2.53147891704225	1	1.97431749446147	6.00570323224964	LTR	-0.428457127945897
soloLTR_As:41356	15.7010378535418	25.8587690146441	soloLTR	rnd-5_family-9305	N0.HOG0000027_OG0000016_n0	C	As	2.60745502321467	1	5.28776329580797	6.00326890888245	soloLTR	-0.352481021773483
LTR_As:1104	1.3901644562795	21.1653001914401	LTR	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	2.52244423350632	1	2.18112230543747	5.99819827913868	LTR	-0.437491811481832
soloLTR_As:8217	17.0164849363585	27.8123374596559	soloLTR	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	2.64048143697042	1	5.29328047808057	5.99816141173788	soloLTR	-0.31945460801773
int_As:32916	43.2670474515515	27.350964987096	int	rnd-5_family-4164	N0.HOG0000016_OG0000008_n0	HC	As	2.63346845557959	0	6.65677946562216	5.99743203758331	int	-0.326467589408565
int_As:30560	37.4123735665641	148.941032605095	int	rnd-1_family-807	no_RT	Other	As	3.36940141369662	1	4.00293927957608	5.99263324803453	int	0.409465368708473
LTR_As:30724	5.45675087682728	12.0830003842137	LTR	rnd-5_family-101	N0.HOG0000009_OG0000005_n23	HC	As	2.28330122870355	1	4.86024707938444	5.9900377812979	LTR	-0.676634816284602
int_As:52535	89.8349414039388	24.9538877390251	int	rnd-5_family-870	no_RT	Other	As	2.59659709562646	0	7.83120545139609	5.98817634552139	int	-0.363338949361692
LTR_As:11678	5.36292607677423	29.32273744239	LTR_fl	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.66651798055488	1	3.56258592790204	5.98764624290883	LTR	-0.293418064433271
int_As:4537	64.8796463296136	103.125727222718	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	3.21192108430851	1	5.31837190693504	5.98595171222376	int	0.251985039320358
int_As:25274	7.08724525084054	26.9665548261897	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	2.63144376901317	1	4.07376135878615	5.98383107237252	int	-0.32849227597498
LTR_As:38411	12.7697286805195	38.295070626636	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.78390357927274	1	4.40597553038859	5.98145925167088	LTR	-0.176032465715417
LTR_As:14823	5.15159611234945	11.3524799898838	LTR	rnd-5_family-5152	N0.HOG0000009_OG0000005_n23	HC	As	2.26007138798507	1	4.85625073362166	5.9780742344202	LTR	-0.699864657003077
LTR_As:43500	6.03162616815846	11.7780822450637	LTR_fl	rnd-4_family-356	no_RT	Other	As	2.27646180417324	1	5.02441147323367	5.97623347986003	LTR	-0.683474240814907
int_As:31099	18.6382570598281	47.9723597641839	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.88309335857569	1	4.61780579202535	5.97609129834599	int	-0.0768426864124621
int_As:54753	60.5604607729818	144.878168762844	int_fl	rnd-5_family-6178	N0.HOG0000095_OG0000081_n0	LC	As	3.36248247475117	1	4.71902083109708	5.97574982547338	int	0.402546429763023
int_As:34359	14.831839165189	30.0793653432689	int	rnd-5_family-957	no_RT	Other	As	2.68124123737559	1	4.96110787429457	5.97534002058052	int	-0.278694807612565
LTR_As:314	45.8138848546782	28.4433169552062	LTR	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	2.6570558528571	0	6.66072340056475	5.97531942658612	LTR	-0.302880192131048
int_As:49713	155.829364457128	312.79404185575	int	rnd-5_family-80	N0.HOG0000010_OG0000006_n0	HC	As	3.69714212627546	1	4.96907734783888	5.97376621291703	int	0.737206081287308
LTR_As:405	66.6412426452197	25.8949007523358	LTR	rnd-5_family-7032	no_RT	Other	As	2.6170003411209	0	7.33323432876948	5.97354682219104	LTR	-0.342935703867253
soloLTR_As:54775	3.24311820406741	12.8638109356214	soloLTR	rnd-5_family-3200	N0.HOG0000016_OG0000008_n0	HC	As	2.31597034545692	1	4.02219364649288	5.97092577260053	soloLTR	-0.643965699531234
soloLTR_As:10403	13.0804804637275	25.7646444954735	soloLTR	rnd-5_family-2061	no_RT	Other	As	2.6159500516564	1	4.99827819015238	5.96981428477421	soloLTR	-0.343985993331751
LTR_As:4136	7.63309645578758	20.8632413082678	LTR	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	2.52504480703685	1	4.53252576264444	5.96893929335513	LTR	-0.434891237951307
LTR_As:47214	15.6850244572086	9.25792552405576	LTR	rnd-5_family-7032	no_RT	Other	As	2.17609125905568	0	6.71926111601949	5.96628672590022	LTR	-0.78384478593247
int_As:18816	165.392961984182	260.310431169079	int	rnd-4_family-1271	N0.HOG0000009_OG0000005_n23	HC	As	3.61971926561173	1	5.31213727677446	5.96609103065084	int	0.659783220623575
int_As:15701	31.1014142926674	138.324754689695	int	rnd-5_family-6178	N0.HOG0000095_OG0000081_n0	LC	As	3.34556975605639	1	3.81650024369566	5.96520853417496	int	0.38563371106824
int_As:51702	342.974192321144	652.361617791053	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	4.01915784773928	1	5.03689138141571	5.96422400241689	int	1.05922180275113
int_As:33042	13.9899943798233	50.1057521199531	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	2.90579588036787	1	4.13159896879306	5.96329424775347	int	-0.054140164620283
int_As:60624	97.7999515387213	54.362128395358	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.94250410616808	0	6.80452851683262	5.95870505123907	int	-0.0174319388200712
soloLTR_As:53103	4.42906673657425	25.2418323082188	soloLTR	rnd-4_family-230-2	N0.HOG0000009_OG0000005_n23	HC	As	2.61066016308988	1	3.47871458620816	5.95794085200819	soloLTR	-0.349275881898272
LTR_As:5420	13.1102221953825	35.2175413088441	LTR	rnd-5_family-4668	N0.HOG0000027_OG0000016_n0	C	As	2.75511226639507	1	4.53927703762899	5.95661752849008	LTR	-0.20482377859308
int_As:22368	62.9619519294968	33.1769027224982	int	rnd-1_family-668	N0.HOG0000003_OG0000003_n0	C	As	2.72997428569956	0	6.87616202078334	5.95433011697673	int	-0.229961759288596
int_As:49420	11.5543117175564	27.2135005797261	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	2.64443858946784	1	4.72643400716531	5.95375986772314	int	-0.315497455520313
int_As:42304	21.9390646834259	79.7827024437634	int	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	3.11159852488039	1	4.09257479055939	5.94944852797415	int	0.151662479892242
LTR_As:56647	8.8785258987084	27.170983356975	LTR	rnd-5_family-1248	N0.HOG0000003_OG0000003_n0	C	As	2.64542226934909	1	4.34758306977089	5.94824129743567	LTR	-0.31451377563906
int_As:59804	2.30444236295852	10.3059914764944	int	rnd-5_family-865	N0.HOG0000003_OG0000003_n0	C	As	2.22788670461367	1	3.84213147339984	5.94709579965007	int	-0.732049340374478
soloLTR_As:26808	14.1827918569576	23.439587683636	soloLTR	rnd-1_family-911	N0.HOG0000003_OG0000003_n0	C	As	2.58206336291171	1	5.22658065421348	5.94659547271147	soloLTR	-0.377872682076443
int_As:57930	11.320260553347	20.8587582012637	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	2.5327543789925	1	5.06821460386081	5.94302028191836	int	-0.427181665995654
int_As:21755	180.333616569154	442.773361739989	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.85823633542951	1	4.64448440023007	5.9398158299308	int	0.898300290441361
int_As:17789	1.03341709810341	10.672630077096	int	rnd-1_family-218	no_RT	Other	As	2.24551266781415	1	2.71130875589029	5.93835360335494	int	-0.714423377174002
int_As:45396	26.320516750645	85.9430636492727	int	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	3.14829409743475	1	4.23204913929995	5.93470167418154	int	0.188358052446594
LTR_As:27866	0.556478926818104	14.3058240086256	LTR	rnd-1_family-830	N0.HOG0000032_OG0000021_n0	C	As	2.37291200297011	1	1.51944033296415	5.93371003924001	LTR	-0.587024042018045
LTR_As:926	12.5993706298548	25.0794032910433	LTR	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	2.6159500516564	1	4.94475677659843	5.93111846795778	LTR	-0.343985993331751
int_As:60840	24.2812392745307	70.9487095020913	int	rnd-4_family-1517	N0.HOG0000003_OG0000003_n0	C	As	3.066698550423	1	4.38731820975891	5.9295742945603	int	0.106762505434844
int_As:39924	126.395759660798	226.164347182436	int	rnd-4_family-356	no_RT	Other	As	3.56972494922616	1	5.09058781281811	5.92940743889448	int	0.609788904238007
LTR_As:4138	2.19203358844506	20.414831914225	LTR	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	2.52762990087134	1	2.77840096616955	5.92918831932687	LTR	-0.432306144116813
int_As:16271	18.677442317153	34.3643144435252	int	rnd-1_family-218	no_RT	Other	As	2.75281643118827	1	5.05358095703728	5.92898491006095	int	-0.20711961379988
LTR_As:36779	1.24573078642334	6.03229795763458	LTR	rnd-5_family-2061	no_RT	Other	As	2.00432137378264	1	3.75691231087188	5.92862821963357	LTR	-0.955614671205509
int_As:29068	60.9270507211216	102.521246996703	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	3.22685757028872	1	5.17824545529338	5.92786222338457	int	0.266921525300572
soloLTR_As:57200	33.2789907524843	59.3224903979509	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.98989456371877	1	5.09530219946622	5.92699450777166	soloLTR	0.0299585187306213
int_As:1398	36.3367203734031	146.562546682308	int	rnd-1_family-807	no_RT	Other	As	3.38327665040765	1	3.91489208295349	5.92333597165567	int	0.423340605419499
int_As:30565	15.9477703650967	28.2774735341773	int	rnd-5_family-957	no_RT	Other	As	2.67024585307412	1	5.10150548740512	5.92310281210419	int	-0.289690191914028
LTR_As:28684	20.729504489114	37.4781260371716	LTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.79309160017658	1	5.06927038379917	5.91992459925331	LTR	-0.166844444811572
soloLTR_As:65054	16.9487603531316	51.4028283066496	soloLTR	rnd-5_family-1554	N0.HOG0000047_OG0000033_n0	C	As	2.92992956008459	1	4.32605883308023	5.91991232864929	soloLTR	-0.0300064849035637
int_As:54163	41.0118847645574	65.6737379642428	int	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	3.03622954408629	1	5.24183391318507	5.91952765785505	int	0.076293499098143
int_As:11551	2.35603278887635	11.4228050569537	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.28103336724773	1	3.69686184116968	5.9172677991336	int	-0.678902677740424
int_As:17068	260.785337151738	548.44725865209	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.95799017840683	1	4.8450077131897	5.91714986468128	int	0.998054133418679
int_As:25439	72.7783128692525	148.247290009015	int	rnd-5_family-3652	N0.HOG0000047_OG0000033_n0	C	As	3.39022836246913	1	4.89150151649876	5.91671808968267	int	0.430292317480979
int_As:18808	22.1197588949185	90.6013601869012	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	3.17753649992986	1	3.88529723599056	5.91360726591075	int	0.217600454941711
int_As:16273	36.3202512799419	62.8557663641138	int	rnd-1_family-218	no_RT	Other	As	3.01953168453126	1	5.12257925577716	5.91184257533819	int	0.0595956395431037
int_As:31524	60.2065060527274	235.867158045157	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	3.59395029526399	1	3.94166050462903	5.90950415147072	int	0.634014250275836
int_As:5586	44.2901114418577	94.9546442951145	int	rnd-5_family-4332	N0.HOG0000086_OG0000072_n0	C	As	3.20030318298158	1	4.80742227816945	5.90559562166693	int	0.240367137993433
int_As:2332	0.138665278190488	13.185201932892	int	rnd-1_family-602	no_RT	Other	As	2.34635297445064	1	0.21902875204492	5.90530550397765	int	-0.613583070537513
int_As:32449	19.7718204602541	75.8470172963431	int	rnd-1_family-807	no_RT	Other	As	3.10311925354571	1	3.9715440148901	5.90474402407468	int	0.143183208557562
int_As:55211	20.8515316645972	49.2284714127972	int	rnd-5_family-4027	N0.HOG0000027_OG0000016_n0	C	As	2.91592721169712	1	4.66963521435915	5.90421988977389	int	-0.044008833291036
int_As:7909	56.9429175394957	169.245731588027	int	rnd-5_family-12238	N0.HOG0000010_OG0000006_n0	HC	As	3.45163294745699	1	4.33418739527399	5.9037057714557	int	0.491696902468839
int_As:31447	1.04632244350188	9.19927903522069	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	2.19312459835446	1	2.90269907906489	5.90041599134936	int	-0.76681144663369
soloLTR_As:422	16.1027934625355	8.24167228375893	soloLTR	rnd-5_family-2061	no_RT	Other	As	2.14612803567824	0	6.85642636700537	5.90033631242162	soloLTR	-0.813808009309914
LTR_As:15401	0.242331659759603	5.64153130044331	LTR	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	1.98677173426624	1	1.89973660138332	5.89230112963237	LTR	-0.973164310721907
LTR_As:58796	2.34411188949091	16.8065718343761	LTR	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	2.45484486000851	1	3.11229919689487	5.89219206436384	LTR	-0.505091184979642
soloLTR_As:2804	8.65858576622562	22.1538604707291	soloLTR	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	2.57518784492766	1	4.54515978992449	5.88848212992454	soloLTR	-0.384748200060491
