adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	div	sFam	rpkm_adult_polyP	rpkm_IP_polyP	LTR_type2	species	log2RPKM_centered
soloLTR_As:46014	2.94403011448311	1.15337462933986	soloLTR	rnd-4_family-2167	no_RT	Other	As	340	12	LTR/Pao	8.65891210142092	3.39227832158783	soloLTR	heligmosomoides_polygyrus	-1.98233600080412
soloLTR_As:46026	1.11187342199841	1.46830002976794	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	846	10.8	LTR/Pao	1.31427118439528	1.73557923140418	soloLTR	heligmosomoides_polygyrus	-2.94917331483699
soloLTR_As:46028	37.8490702740882	47.2141033791726	soloLTR	rnd-1_family-806	no_RT	Other	As	802	10.4	LTR/Pao	47.1933544564691	58.8704530912377	soloLTR	heligmosomoides_polygyrus	2.13488128378112
soloLTR_As:46068	15.6191178919827	16.2527005736867	soloLTR	rnd-5_family-1335	N0.HOG0000010_OG0000006_n0	HC	As	828	27.1	LTR/Pao	18.8636689516699	19.6288654271578	soloLTR	heligmosomoides_polygyrus	0.550314338158655
soloLTR_As:46084	7.90931658258527	3.81361044957823	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	830	10	LTR/Pao	9.52929708745213	4.59471138503401	soloLTR	heligmosomoides_polygyrus	-1.54461630032858
soloLTR_As:46166	9.59748020196962	19.3711136288315	soloLTR	rnd-5_family-3917	N0.HOG0000010_OG0000006_n0	HC	As	484	1.4	LTR/Pao	19.829504549524	40.0229620430403	soloLTR	heligmosomoides_polygyrus	1.5781654955354
soloLTR_As:46170	4.05036425557988	2.41066041641944	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	745	20.2	LTR/Pao	5.43673054440252	3.23578579385159	soloLTR	heligmosomoides_polygyrus	-2.05047443657713
soloLTR_As:46208	124.860170968058	198.551459367552	soloLTR	rnd-4_family-160	N0.HOG0000027_OG0000016_n0	C	As	505	10.3	LTR/Pao	247.247863303085	393.17120666842	soloLTR	heligmosomoides_polygyrus	4.87442331923718
soloLTR_As:46276	5.30317451214954	9.69767272692133	soloLTR	rnd-5_family-122	no_RT	Other	As	471	7.7	LTR/Gypsy	11.2593938686827	20.5895386983468	soloLTR	heligmosomoides_polygyrus	0.619249059750532
soloLTR_As:46518	8.02305545808514	4.26714191061322	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	799	3.1	LTR/Pao	10.0413710364019	5.34060314219427	soloLTR	heligmosomoides_polygyrus	-1.32758786017785
soloLTR_As:46522	24.2639301606315	15.510703726289	soloLTR	rnd-4_family-2313	N0.HOG0000016_OG0000008_n0	HC	As	492	10.2	LTR/Pao	49.3169312207958	31.5258205818882	soloLTR	heligmosomoides_polygyrus	1.2338714752952
soloLTR_As:46568	14.838226025303	10.44120201889	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	824	7.2	LTR/Pao	18.0075558559502	12.6713616734102	soloLTR	heligmosomoides_polygyrus	-0.0810908816571425
soloLTR_As:46583	0.364240455824028	0.65745075279667	soloLTR	rnd-5_family-3375	N0.HOG0000032_OG0000021_n0	C	As	91	3.3	LTR/Pao	4.00264237169261	7.22473354721616	soloLTR	heligmosomoides_polygyrus	-0.89164616129381
soloLTR_As:46654	6.44208033147704	7.70073773758214	soloLTR	rnd-4_family-160	N0.HOG0000027_OG0000016_n0	C	As	489	2.2	LTR/Pao	13.1739884079285	15.7479299337058	soloLTR	heligmosomoides_polygyrus	0.232499751242623
soloLTR_As:46812	23.8162837708696	14.9278367495286	soloLTR	rnd-5_family-1313	N0.HOG0000010_OG0000006_n0	HC	As	894	15.9	LTR/Pao	26.6401384461628	16.6978039703899	soloLTR	heligmosomoides_polygyrus	0.31699593010122
soloLTR_As:46948	6.87977179188463	3.00466697200537	soloLTR	rnd-1_family-154	N0.HOG0000201_OG0000187_-	LC	As	323	6.6	LTR/Pao	21.2996030708502	9.3023745263324	soloLTR	heligmosomoides_polygyrus	-0.526991516465383
soloLTR_As:47142	15.6586176971834	14.5520085252558	soloLTR	rnd-5_family-4522	N0.HOG0000003_OG0000003_n0	C	As	618	24.2	LTR/Gypsy	25.3375690892935	23.5469393612554	soloLTR	heligmosomoides_polygyrus	0.812877102571976
soloLTR_As:47222	22.9768709398457	53.2099108117781	soloLTR	rnd-5_family-1607	N0.HOG0000026_OG0000015_n0	C	As	415	13.2	LTR/Gypsy	55.3659540719174	128.216652558501	soloLTR	heligmosomoides_polygyrus	3.25784929627864
soloLTR_As:47256	3.62564916269913	4.23462178615215	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	790	8.6	LTR/Pao	4.58942931987231	5.36028074196474	soloLTR	heligmosomoides_polygyrus	-1.32228197929709
soloLTR_As:47421	31.3856127216901	54.4035617230453	soloLTR	rnd-5_family-1607	N0.HOG0000026_OG0000015_n0	C	As	383	13.4	LTR/Gypsy	81.9467695083293	142.045853062782	soloLTR	heligmosomoides_polygyrus	3.40562236098973
soloLTR_As:47499	5.32319001965387	1.83247173363057	soloLTR	rnd-5_family-2453	N0.HOG0000027_OG0000016_n0	C	As	480	14	LTR/Pao	11.0899792076122	3.81764944506369	soloLTR	heligmosomoides_polygyrus	-1.81190590874927
soloLTR_As:47565	58.4886217033629	40.9911055207923	soloLTR	rnd-5_family-113	N0.HOG0000027_OG0000016_n0	C	As	621	9	LTR/Pao	94.1845760118565	66.0082214505512	soloLTR	heligmosomoides_polygyrus	2.29998327860899
soloLTR_As:47567	2.64941274253526	2.04364487656349	soloLTR	rnd-5_family-2566	N0.HOG0000176_OG0000162_-	LC	As	193	1.6	LTR/Pao	13.7275271633951	10.5888335573238	soloLTR	heligmosomoides_polygyrus	-0.340118773525034
soloLTR_As:47603	42.4148160793664	22.195710563161	soloLTR	rnd-4_family-2220	N0.HOG0000003_OG0000003_n0	C	As	617	20.6	LTR/Gypsy	68.7436241156668	35.973598967846	soloLTR	heligmosomoides_polygyrus	1.42427605319631
soloLTR_As:47887	14.2057939827842	9.69334325190386	soloLTR	rnd-4_family-417	N0.HOG0000016_OG0000008_n0	HC	As	396	26.5	LTR/Pao	35.8732171282429	24.4781395250098	soloLTR	heligmosomoides_polygyrus	0.868831461848903
soloLTR_As:47917	6.34300850226841	3.4753064653406	soloLTR	rnd-5_family-3194	N0.HOG0000027_OG0000016_n0	C	As	524	1.6	LTR/Pao	12.1049780577641	6.6322642468332	soloLTR	heligmosomoides_polygyrus	-1.01508905363472
soloLTR_As:47921	29.5247327005513	28.3260407700318	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	839	3.5	LTR/Pao	35.1903846252102	33.7616695709557	soloLTR	heligmosomoides_polygyrus	1.33272380200173
soloLTR_As:48074	595.700852094346	574.676202463421	soloLTR	rnd-5_family-1335	N0.HOG0000010_OG0000006_n0	HC	As	824	5.8	LTR/Pao	722.937927298964	697.422575805123	soloLTR	heligmosomoides_polygyrus	5.70129871279812
soloLTR_As:48340	6.58110575690589	9.06091335948383	soloLTR	rnd-5_family-1334	N0.HOG0000016_OG0000008_n0	HC	As	324	13	LTR/Pao	20.3120548052651	27.9657819737155	soloLTR	heligmosomoides_polygyrus	1.06100022375642
soloLTR_As:48506	57.1545512506881	186.872587574149	soloLTR	rnd-5_family-1607	N0.HOG0000026_OG0000015_n0	C	As	390	7.8	LTR/Gypsy	146.550131412021	479.160480959357	soloLTR	heligmosomoides_polygyrus	5.15977457331698
soloLTR_As:48556	45.8403430224184	38.9225705261237	soloLTR	rnd-1_family-806	no_RT	Other	As	790	8	LTR/Pao	58.0257506612891	49.2690766153464	soloLTR	heligmosomoides_polygyrus	1.87801998590555
soloLTR_As:48564	4.00253705750564	1.9791235759448	soloLTR	rnd-5_family-1753	N0.HOG0000070_OG0000056_n0	C	As	224	19.9	LTR/Gypsy	17.8684690067216	8.83537310689641	soloLTR	heligmosomoides_polygyrus	-0.601299483081045
soloLTR_As:48592	1.69890001456863	4.22057393552424	soloLTR	rnd-5_family-7920	N0.HOG0000003_OG0000003_n0	C	As	423	10.4	LTR/Gypsy	4.0163120911788	9.97771615963178	soloLTR	heligmosomoides_polygyrus	-0.425880913408581
soloLTR_As:48646	7.3041646666394	8.45754584153637	soloLTR	rnd-5_family-122	no_RT	Other	As	470	6.4	LTR/Gypsy	15.5407758864668	17.9947783862476	soloLTR	heligmosomoides_polygyrus	0.42491588744959
soloLTR_As:48706	94.5886534110635	71.9664479812933	soloLTR	rnd-5_family-94	no_RT	Other	As	506	3.2	LTR/Pao	186.934097650323	142.226181781212	soloLTR	heligmosomoides_polygyrus	3.40745271607793
soloLTR_As:48900	3.59817213665288	2.67612668810281	soloLTR	rnd-5_family-5530	N0.HOG0000003_OG0000003_n0	C	As	548	20.3	LTR/Gypsy	6.56600754863664	4.88344286150148	soloLTR	heligmosomoides_polygyrus	-1.45669192575057
soloLTR_As:48926	11.7781857912116	12.5793521732312	soloLTR	rnd-5_family-4195	no_RT	Other	As	302	15.1	LTR/Gypsy	39.0006152026873	41.653484017322	soloLTR	heligmosomoides_polygyrus	1.63577472431732
soloLTR_As:48950	1.5453777438263	2.48179478929885	soloLTR	rnd-5_family-1323	N0.HOG0000009_OG0000005_n23	HC	As	243	2.9	LTR/Gypsy	6.35957919270084	10.2131472810652	soloLTR	heligmosomoides_polygyrus	-0.392234932191749
soloLTR_As:48954	4.32134325049552	5.14265624083023	soloLTR	rnd-1_family-806	no_RT	Other	As	694	18.8	LTR/Pao	6.22671938111747	7.41016749399169	soloLTR	heligmosomoides_polygyrus	-0.855084389854129
soloLTR_As:48969	72.1607923552043	56.5526327076445	soloLTR	rnd-5_family-1335	N0.HOG0000010_OG0000006_n0	HC	As	821	11.3	LTR/Pao	87.8937787517714	68.8826220555962	soloLTR	heligmosomoides_polygyrus	2.36147761328782
soloLTR_As:49029	11.1458429813875	4.58095111496657	soloLTR	rnd-5_family-113	N0.HOG0000027_OG0000016_n0	C	As	596	16	LTR/Pao	18.7010788278314	7.68615958887009	soloLTR	heligmosomoides_polygyrus	-0.802327610771932
soloLTR_As:49037	130.868647858418	68.9095695713101	soloLTR	rnd-3_family-1424	N0.HOG0000183_OG0000169_-	LC	As	399	5.3	LTR/Pao	327.991598642653	172.705688148647	soloLTR	heligmosomoides_polygyrus	3.68758124693591
soloLTR_As:49096	230.572969089252	238.381889205223	soloLTR	rnd-4_family-2643	N0.HOG0000009_OG0000005_n23	HC	As	324	19.7	LTR/Gypsy	711.644966324852	735.746571621057	soloLTR	heligmosomoides_polygyrus	5.77847456201503
soloLTR_As:49125	47.2915024814688	44.9175678008999	soloLTR	rnd-5_family-5530	N0.HOG0000003_OG0000003_n0	C	As	538	20.6	LTR/Gypsy	87.9024209692729	83.4899029756504	soloLTR	heligmosomoides_polygyrus	2.63893928533596
soloLTR_As:49169	1.75336813870452	1.71874585036032	soloLTR	rnd-5_family-4388	N0.HOG0000026_OG0000015_n0	C	As	450	4	LTR/Gypsy	3.89637364156561	3.81943522302292	soloLTR	heligmosomoides_polygyrus	-1.81123121855928
soloLTR_As:49257	27.0013117535436	27.1579565107472	soloLTR	rnd-1_family-806	no_RT	Other	As	770	14.8	LTR/Pao	35.0666386409658	35.2700733905807	soloLTR	heligmosomoides_polygyrus	1.39578213026505
soloLTR_As:49493	51.7550149252035	31.2796420116063	soloLTR	rnd-5_family-94	no_RT	Other	As	505	3.2	LTR/Pao	102.48517806971	61.9398851714977	soloLTR	heligmosomoides_polygyrus	2.20820626095872
soloLTR_As:49614	4.96707296536271	6.28966866592743	soloLTR	rnd-5_family-861	N0.HOG0000003_OG0000003_n0	C	As	302	13.8	LTR/Gypsy	16.447261474711	20.8267174368458	soloLTR	heligmosomoides_polygyrus	0.63577302219527
soloLTR_As:49616	1.30795109456682	2.7867218785919	soloLTR	rnd-5_family-1323	N0.HOG0000009_OG0000005_n23	HC	As	244	2.5	LTR/Gypsy	5.36045530560172	11.4209913057045	soloLTR	heligmosomoides_polygyrus	-0.230974570012642
soloLTR_As:49774	12.5354923677029	31.6932493930685	soloLTR	rnd-4_family-417	N0.HOG0000016_OG0000008_n0	HC	As	752	19.4	LTR/Pao	16.6695377230092	42.1452784482294	soloLTR	heligmosomoides_polygyrus	1.65270856705219
soloLTR_As:49794	0.656608598371629	1.20185889252537	soloLTR	rnd-4_family-1042	N0.HOG0000009_OG0000005_n23	HC	As	112	8	LTR/Gypsy	5.86257677117526	10.7308829689766	soloLTR	heligmosomoides_polygyrus	-0.320893657268342
soloLTR_As:49820	88.3456369247568	152.29286371468	soloLTR	rnd-4_family-417	N0.HOG0000016_OG0000008_n0	HC	As	736	27.9	LTR/Pao	120.034832778202	206.91965178625	soloLTR	heligmosomoides_polygyrus	3.94833631622413
soloLTR_As:49872	15.5180535731485	11.5770692697971	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	830	7.5	LTR/Pao	18.6964500881307	13.9482762286713	soloLTR	heligmosomoides_polygyrus	0.0574243928462672
soloLTR_As:49880	61.6429054790038	124.168247583805	soloLTR	rnd-5_family-223	N0.HOG0000003_OG0000003_n0	C	As	966	1.1	LTR/Gypsy	63.8125315517637	128.538558575367	soloLTR	heligmosomoides_polygyrus	3.26146684667185
soloLTR_As:49990	5.12953042741299	4.78582235250458	soloLTR	rnd-5_family-1334	N0.HOG0000016_OG0000008_n0	HC	As	399	6.8	LTR/Pao	12.8559659834912	11.9945422368536	soloLTR	heligmosomoides_polygyrus	-0.160284348232013
soloLTR_As:50006	3.56760967650886	3.58627384617194	soloLTR	rnd-5_family-122	no_RT	Other	As	478	6.8	LTR/Gypsy	7.46361857010221	7.5026649501505	soloLTR	heligmosomoides_polygyrus	-0.837187409770751
soloLTR_As:50066	8.21697523455237	8.89056729762341	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	830	11	LTR/Pao	9.89997016211129	10.7115268646065	soloLTR	heligmosomoides_polygyrus	-0.323498305121591
soloLTR_As:50074	1.24134870151235	1.62458759514784	soloLTR	rnd-4_family-3213	N0.HOG0000047_OG0000033_n0	C	As	411	12.3	LTR/Gypsy	3.02031314236581	3.95276787140594	soloLTR	heligmosomoides_polygyrus	-1.76172730783537
soloLTR_As:50146	0.580130248835327	2.00905049971366	soloLTR	rnd-5_family-5902	N0.HOG0000179_OG0000165_-	LC	As	141	6.4	LTR/Pao	4.11439892791012	14.2485851043522	soloLTR	heligmosomoides_polygyrus	0.0881562181565441
soloLTR_As:50214	2.31642199159674	1.89043635875029	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	786	5.1	LTR/Pao	2.94710177047931	2.40513531647619	soloLTR	heligmosomoides_polygyrus	-2.47847247793535
soloLTR_As:50270	1.86083268318059	1.81195904097815	soloLTR	rnd-3_family-64	no_RT	Other	As	544	9.8	LTR/Pao	3.4206483146702	3.33080706062161	soloLTR	heligmosomoides_polygyrus	-2.00871875508275
soloLTR_As:50274	41.785539680604	30.4018449464138	soloLTR	rnd-4_family-160	N0.HOG0000027_OG0000016_n0	C	As	509	12.4	LTR/Pao	82.0933981937209	59.7285755332294	soloLTR	heligmosomoides_polygyrus	2.15575886786937
soloLTR_As:50408	17.5567159881512	21.9039360201471	soloLTR	rnd-5_family-5429	N0.HOG0000026_OG0000015_n0	C	As	357	4.8	LTR/Gypsy	49.1784761572862	61.3555630816445	soloLTR	heligmosomoides_polygyrus	2.19453171084998
soloLTR_As:50518	53.2511084286073	79.8151959403482	soloLTR	rnd-4_family-417	N0.HOG0000016_OG0000008_n0	HC	As	734	27.2	LTR/Pao	72.5491940444241	108.740048965052	soloLTR	heligmosomoides_polygyrus	3.02014903028677
soloLTR_As:50566	5.28370098191184	4.26328886480375	soloLTR	rnd-4_family-2628	no_RT	Other	As	481	8.5	LTR/Pao	10.98482532622	8.86338641331341	soloLTR	heligmosomoides_polygyrus	-0.596732531148668
soloLTR_As:50570	9.11293325953225	10.8777714890463	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	838	2.8	LTR/Pao	10.8746220280814	12.9806342351388	soloLTR	heligmosomoides_polygyrus	-0.0463015721981734
soloLTR_As:50632	0.872034842497941	1.04252181728459	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	788	12.2	LTR/Pao	1.10664320113952	1.32299723005658	soloLTR	heligmosomoides_polygyrus	-3.34078050130801
soloLTR_As:50634	17.4588915188996	15.2235989436536	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	721	16.7	LTR/Pao	24.2148287363379	21.1145616416832	soloLTR	heligmosomoides_polygyrus	0.655575848246257
soloLTR_As:50674	52.657526761203	103.222550694126	soloLTR	rnd-1_family-806	no_RT	Other	As	788	10.1	LTR/Pao	66.8242725395978	130.993084637215	soloLTR	heligmosomoides_polygyrus	3.28875629868255
soloLTR_As:50738	24.4126956844256	31.3408455350073	soloLTR	rnd-4_family-120	N0.HOG0000010_OG0000006_n0	HC	As	949	13.1	LTR/Pao	25.7246529867498	33.0251270126526	soloLTR	heligmosomoides_polygyrus	1.30090166251404
soloLTR_As:50746	0.653333920743801	1.67256919267208	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	692	9.4	LTR/Pao	0.944124162924568	2.41700750386138	soloLTR	heligmosomoides_polygyrus	-2.47136859026113
soloLTR_As:50890	10.7856628499689	10.6842559819617	soloLTR	rnd-5_family-13323	N0.HOG0000027_OG0000016_n0	C	As	786	27.4	LTR/Pao	13.7222173663726	13.5932009948622	soloLTR	heligmosomoides_polygyrus	0.0202227816593341
soloLTR_As:50892	123.166050585992	144.404517815869	soloLTR	rnd-1_family-963	N0.HOG0000047_OG0000033_n0	C	As	365	18.4	LTR/Gypsy	337.441234482169	395.628815933887	soloLTR	heligmosomoides_polygyrus	4.88341315714463
soloLTR_As:50960	40.6381818405673	31.9455846510275	soloLTR	rnd-5_family-113	N0.HOG0000027_OG0000016_n0	C	As	670	1	LTR/Pao	60.6540027471154	47.6799770910858	soloLTR	heligmosomoides_polygyrus	1.83072109513795
soloLTR_As:50962	2.60621965302147	3.76363983488789	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	639	9.7	LTR/Pao	4.07859100629338	5.88989019544271	soloLTR	heligmosomoides_polygyrus	-1.18634980406863
soloLTR_As:50986	18.0694554303878	7.84155209019643	soloLTR	rnd-5_family-2005	N0.HOG0000113_OG0000099_n0	LC	As	274	15.9	LTR/Pao	65.9469176291526	28.6188032488921	soloLTR	heligmosomoides_polygyrus	1.09430089673025
soloLTR_As:51086	2.90657199492343	5.7772495166485	soloLTR	rnd-4_family-2628	no_RT	Other	As	449	27.6	LTR/Pao	6.4734342871346	12.8669254268341	soloLTR	heligmosomoides_polygyrus	-0.0589950871198388
soloLTR_As:51088	1.94607501574173	2.31106527941965	soloLTR	rnd-5_family-5429	N0.HOG0000026_OG0000015_n0	C	As	130	15.4	LTR/Gypsy	14.9698078133979	17.777425226305	soloLTR	heligmosomoides_polygyrus	0.407383940672186
soloLTR_As:51110	3.20846195865539	3.57222757245131	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	803	8.8	LTR/Pao	3.99559397092825	4.44860220728681	soloLTR	heligmosomoides_polygyrus	-1.5912384434635
soloLTR_As:51112	29.0102218457495	46.8836411715784	soloLTR	rnd-1_family-806	no_RT	Other	As	801	11.8	LTR/Pao	36.2175054254051	58.5313872304349	soloLTR	heligmosomoides_polygyrus	2.12654802435974
soloLTR_As:51122	4.72190084005144	2.96539865519387	soloLTR	rnd-4_family-2628	no_RT	Other	As	483	7.9	LTR/Pao	9.77619221542742	6.13954172917985	soloLTR	heligmosomoides_polygyrus	-1.12645956914282
soloLTR_As:51276	8.47304425520413	1.75159799030907	soloLTR	rnd-4_family-145	N0.HOG0000010_OG0000006_n0	HC	As	221	16.4	LTR/Pao	38.3395667656295	7.92578276157951	soloLTR	heligmosomoides_polygyrus	-0.75803711747168
soloLTR_As:51300	1.89666909689918	1.58978435069335	soloLTR	rnd-4_family-2167	no_RT	Other	As	336	5.4	LTR/Pao	5.64484850267614	4.7315010437302	soloLTR	heligmosomoides_polygyrus	-1.50229259880874
soloLTR_As:51364	7.05834416033193	4.84728330225511	soloLTR	rnd-1_family-806	no_RT	Other	As	814	16.2	LTR/Pao	8.67118447215225	5.95489349171389	soloLTR	heligmosomoides_polygyrus	-1.17051483787036
soloLTR_As:51468	228.917460651013	227.25258054589	soloLTR	rnd-4_family-446	N0.HOG0000010_OG0000006_n0	HC	As	928	7.5	LTR/Pao	246.678298115315	244.884246277899	soloLTR	heligmosomoides_polygyrus	4.19136561383873
soloLTR_As:51610	107.324448152912	173.967105958897	soloLTR	rnd-5_family-1607	N0.HOG0000026_OG0000015_n0	C	As	392	25	LTR/Gypsy	273.786857532939	443.793637650247	soloLTR	heligmosomoides_polygyrus	5.04915463220369
soloLTR_As:51624	1.66079484969306	3.31191528661195	soloLTR	rnd-4_family-446	N0.HOG0000010_OG0000006_n0	HC	As	506	21.1	LTR/Pao	3.28220326026297	6.54528712769159	soloLTR	heligmosomoides_polygyrus	-1.03413406088222
soloLTR_As:51670	7.70032777338977	4.50472078837749	soloLTR	rnd-5_family-4195	no_RT	Other	As	298	3	LTR/Gypsy	25.8400260852006	15.1165127126761	soloLTR	heligmosomoides_polygyrus	0.173462909505418
soloLTR_As:51694	46.4509486238006	59.7298914332983	soloLTR	rnd-5_family-94	no_RT	Other	As	508	0.8	LTR/Pao	91.438875243702	117.578526443501	soloLTR	heligmosomoides_polygyrus	3.13289024990239
soloLTR_As:51702	2.77852402112975	3.97067202684626	soloLTR	rnd-4_family-120	N0.HOG0000010_OG0000006_n0	HC	As	167	19.4	LTR/Pao	16.6378683899985	23.7764792026722	soloLTR	heligmosomoides_polygyrus	0.826872650569328
soloLTR_As:51768	4.39909361363984	13.0092306777861	soloLTR	rnd-5_family-1323	N0.HOG0000009_OG0000005_n23	HC	As	229	12.8	LTR/Gypsy	19.2100157800867	56.8088675885857	soloLTR	heligmosomoides_polygyrus	2.08345369751653
soloLTR_As:51770	2.81179325989509	2.41185572272354	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	797	3.3	LTR/Pao	3.52797146787338	3.02616778258913	soloLTR	heligmosomoides_polygyrus	-2.14709856394117
soloLTR_As:51820	27.0954945056345	18.6891845790886	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	793	4.6	LTR/Pao	34.1683411168153	23.567698082079	soloLTR	heligmosomoides_polygyrus	0.8141484062326
soloLTR_As:51828	3.12709278186268	2.11001070150308	soloLTR	rnd-4_family-2628	no_RT	Other	As	487	8.3	LTR/Pao	6.42113507569338	4.33267084497552	soloLTR	heligmosomoides_polygyrus	-1.62933390381664
soloLTR_As:51868	1.18566316957912	1.53198588361413	soloLTR	rnd-5_family-1335	N0.HOG0000010_OG0000006_n0	HC	As	661	25.8	LTR/Pao	1.79374155760836	2.31767909775209	soloLTR	heligmosomoides_polygyrus	-2.53190971551707
soloLTR_As:51890	6.42550892348595	8.11548607804739	soloLTR	rnd-1_family-806	no_RT	Other	As	445	27.5	LTR/Pao	14.4393458954741	18.2370473663986	soloLTR	heligmosomoides_polygyrus	0.444209724193784
soloLTR_As:51992	9.4090084148634	11.7636665281298	soloLTR	rnd-4_family-120	N0.HOG0000010_OG0000006_n0	HC	As	871	14.7	LTR/Pao	10.8025354935286	13.5059317200112	soloLTR	heligmosomoides_polygyrus	0.010930721532191
soloLTR_As:52002	1.75485244899574	2.51671707206149	soloLTR	rnd-3_family-1424	N0.HOG0000183_OG0000169_-	LC	As	263	14.8	LTR/Pao	6.67244277184691	9.56926643369387	soloLTR	heligmosomoides_polygyrus	-0.486182208366967
soloLTR_As:52048	11.1395824019765	5.9096779685966	soloLTR	rnd-4_family-120	N0.HOG0000010_OG0000006_n0	HC	As	692	14.1	LTR/Pao	16.0976624306019	8.53999706444596	soloLTR	heligmosomoides_polygyrus	-0.650354968443223
soloLTR_As:52100	4.55453674168604	3.76673507737301	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	782	7.9	LTR/Pao	5.82421578220722	4.81679677413428	soloLTR	heligmosomoides_polygyrus	-1.47651648602974
soloLTR_As:52106	58.03388087822	156.032579104611	soloLTR	rnd-1_family-806	no_RT	Other	As	779	16.9	LTR/Pao	74.4979215381514	200.298561109899	soloLTR	heligmosomoides_polygyrus	3.90141770466136
soloLTR_As:52266	2.75272770935888	2.45801636567394	soloLTR	rnd-1_family-806	no_RT	Other	As	686	26	LTR/Pao	4.01272260839488	3.5831142356763	soloLTR	heligmosomoides_polygyrus	-1.9033765025611
soloLTR_As:52282	8.4370984390404	22.841789729566	soloLTR	rnd-5_family-3917	N0.HOG0000010_OG0000006_n0	HC	As	497	13.1	LTR/Pao	16.9760531972644	45.9593354719638	soloLTR	heligmosomoides_polygyrus	1.7776954906572
soloLTR_As:52302	12.3977844574153	10.4573342533677	soloLTR	rnd-5_family-18778	N0.HOG0000003_OG0000003_n0	C	As	562	20.8	LTR/Gypsy	22.0601146929098	18.6073563227182	soloLTR	heligmosomoides_polygyrus	0.473210648692675
soloLTR_As:52328	3.04683712257468	3.47402790414142	soloLTR	rnd-1_family-806	no_RT	Other	As	782	29.1	LTR/Pao	3.89621115418757	4.44249092601204	soloLTR	heligmosomoides_polygyrus	-1.59322171288716
soloLTR_As:52366	20.3999437692018	18.1505103359615	soloLTR	rnd-5_family-2597	N0.HOG0000010_OG0000006_n0	HC	As	787	6.8	LTR/Pao	25.9211483725563	23.0629102108786	soloLTR	heligmosomoides_polygyrus	0.782912124561247
soloLTR_As:52415	0	0.460378034467865	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	403	13.3	LTR/Pao	0	1.14237725674408	soloLTR	heligmosomoides_polygyrus	-3.55255137980409
soloLTR_As:52416	5.340778139947	7.34388339406668	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	307	9.5	LTR/Pao	17.3966714656254	23.9214442803475	soloLTR	heligmosomoides_polygyrus	0.83564204878772
soloLTR_As:52442	6.40437149303694	5.840257726096	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	825	8.7	LTR/Pao	7.76287453701448	7.07910027405575	soloLTR	heligmosomoides_polygyrus	-0.921024531309377
soloLTR_As:52472	8.09559316021286	10.1277738077803	soloLTR	rnd-4_family-446	N0.HOG0000010_OG0000006_n0	HC	As	400	21.2	LTR/Pao	20.2389829005322	25.3194345194508	soloLTR	heligmosomoides_polygyrus	0.917582736698809
soloLTR_As:52478	3.36773896231718	2.33376745577461	soloLTR	rnd-4_family-446	N0.HOG0000010_OG0000006_n0	HC	As	392	20.6	LTR/Pao	8.59117082223769	5.95348840758828	soloLTR	heligmosomoides_polygyrus	-1.17085528847509
soloLTR_As:52489	1.09663912026758	2.492264974887	soloLTR	rnd-5_family-3287	N0.HOG0000010_OG0000006_n0	HC	As	817	9.1	LTR/Pao	1.34227554500316	3.05050792519829	soloLTR	heligmosomoides_polygyrus	-2.13554106358242
soloLTR_As:52513	6.01343081887971	7.30196823582898	soloLTR	rnd-5_family-1020	N0.HOG0000032_OG0000021_n0	C	As	234	1.3	LTR/Pao	25.6984223029047	31.2049924608076	soloLTR	heligmosomoides_polygyrus	1.21911441564687
