adult_polyP	IP_polyP	LTR_type	family	HOG	cons	strand	length	sFam	div	rpkm_adult_polyP	rpkm_IP_polyP	LTR_type2	species	log2RPKM_centered
Undetermined_As:5742	3.83102780177926	4.16001290265333	Undetermined	rnd-5_family-1007	no_RT	Other	As	214	LTR/Pao	1.9	17.9019990737348	19.4393126292212	non-autonomous	ancylostoma_ceylanicum	-1.23607734908747
int_As:5747	18.1945566794042	9.3692967644648	int	rnd-5_family-72-1	N0.HOG0000026_OG0000015_n0	C	As	479	LTR/Gypsy	6.5	37.9844607085683	19.5601185061896	non-autonomous	ancylostoma_ceylanicum	-1.2271394445086
LTR_As:5748	533.051871326385	940.427202431551	LTR	rnd-5_family-72-1	N0.HOG0000026_OG0000015_n0	C	As	384	LTR/Gypsy	8	1388.15591491246	2449.02917299883	non-autonomous	ancylostoma_ceylanicum	5.74101159377602
LTR_As:5752	480.44688037463	961.434546163369	LTR	rnd-5_family-72-1	N0.HOG0000026_OG0000015_n0	C	As	384	LTR/Gypsy	8	1251.1637509756	2503.73579730044	non-autonomous	ancylostoma_ceylanicum	5.772883966517
int_As:5753	1543.86691915928	1640.7930290539	int	rnd-5_family-72-1	N0.HOG0000026_OG0000015_n0	C	As	962	LTR/Gypsy	6.9	1604.85126731734	1705.60605930758	non-autonomous	ancylostoma_ceylanicum	5.21908610280535
int_As:5754	94.9279245077916	66.3519731684417	int	rnd-5_family-72-1	N0.HOG0000026_OG0000015_n0	C	As	687	LTR/Gypsy	10.7	138.177473810468	96.582202574151	non-autonomous	ancylostoma_ceylanicum	1.0767028093179
LTR_As:5761	64.8341686137593	138.937413249843	LTR	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	349	LTR/Pao	0.6	185.771256772949	398.101470629921	non-autonomous	ancylostoma_ceylanicum	3.1200097403156
int_As:5762	13.4039351218393	14.4574421232848	int	rnd-5_family-3935-1	N0.HOG0000010_OG0000006_n0	HC	As	309	LTR/Pao	1	43.3784308150141	46.7878385866823	non-autonomous	ancylostoma_ceylanicum	0.0310790279432496
LTR_As:5770	19.3965898428558	38.4900680330896	LTR	rnd-5_family-3354	no_RT	Other	As	368	LTR/Copia	0.5	52.7081245729776	104.592576176874	non-autonomous	ancylostoma_ceylanicum	1.19165399430808
int_As:5771	421.770971665827	420.469553551152	int	rnd-5_family-3354	no_RT	Other	As	3507	LTR/Copia	2.1	120.265460982557	119.894369418635	non-autonomous	ancylostoma_ceylanicum	1.38863744667615
LTR_As:5772	9.34110484483909	25.1026308841763	LTR	rnd-5_family-3354	no_RT	Other	As	368	LTR/Copia	0.5	25.3834370783671	68.2136708809138	non-autonomous	ancylostoma_ceylanicum	0.575006347045642
int_As:5777	1.19529566559868	0.154044082335592	int	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	107	LTR/DIRS	13.1	11.1709875289597	1.43966432089339	non-autonomous	ancylostoma_ceylanicum	-4.99125018525566
int_As:5778	164.156640290015	83.159042599466	int	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	477	LTR/DIRS	8.8	344.143899979067	174.337615512507	non-autonomous	ancylostoma_ceylanicum	1.92875742188319
int_As:5779	293.398930732465	168.728926734153	int	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	977	LTR/DIRS	10	300.305967996382	172.701050904968	non-autonomous	ancylostoma_ceylanicum	1.91515040125707
LTR_As:5780	41.7031322731888	36.7159897147089	LTR	rnd-5_family-3894-1	N0.HOG0000050_OG0000036_n0	C	As	132	LTR/DIRS	7.6	315.93282025143	278.151437232643	non-autonomous	ancylostoma_ceylanicum	2.60274409954628
int_As:5785	210.202662122273	238.643214008895	int	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	2404	LTR/Gypsy	0.8	87.4387113653383	99.2692237973772	non-autonomous	ancylostoma_ceylanicum	1.11629195625999
int_As:5786	259.636029179487	349.688930403932	int	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	1945	LTR/Gypsy	6.2	133.488961017731	179.788653163975	non-autonomous	ancylostoma_ceylanicum	1.97317551164418
int_As:5787	826.008579128608	1171.89332416049	int	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	1350	LTR/Gypsy	0.6	611.858206761932	868.06912900777	non-autonomous	ancylostoma_ceylanicum	4.24468347620537
LTR_As:5788	22.7409315889687	59.9507819631353	LTR	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	431	LTR/Gypsy	0.5	52.7631823409948	139.096941909827	non-autonomous	ancylostoma_ceylanicum	1.60296424152783
LTR_As:5791	512.965728381087	1147.84848797581	LTR	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	430	LTR/Gypsy	1.4	1192.94355437462	2669.41508831583	non-autonomous	ancylostoma_ceylanicum	5.86532529319764
int_As:5792	981.381157349025	1287.64507711661	int	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	1671	LTR/Gypsy	1.2	587.30170996351	770.58352909432	non-autonomous	ancylostoma_ceylanicum	4.07282488871936
int_As:5794	1109.51650128637	1221.25236138081	int	rnd-5_family-163-1	N0.HOG0000003_OG0000003_n0	C	As	6201	LTR/Gypsy	14.2	178.925415463049	196.944422090117	non-autonomous	ancylostoma_ceylanicum	2.10466209656051
int_As:5796	67.4961615532124	50.5437656631419	int	rnd-5_family-163-1	N0.HOG0000003_OG0000003_n0	C	As	391	LTR/Gypsy	32.4	172.624454100287	129.267942872486	non-autonomous	ancylostoma_ceylanicum	1.4972380852954
Undetermined_As:5812	45.9999837438344	29.2927189124144	Undetermined	rnd-4_family-1197	N0.HOG0000003_OG0000003_n0	C	As	1196	LTR/Gypsy	29.1	38.4615248694268	24.492239893323	non-autonomous	ancylostoma_ceylanicum	-0.902729836491996
Undetermined_As:5814	14.8307843348421	9.25420103988857	Undetermined	rnd-4_family-1197	N0.HOG0000003_OG0000003_n0	C	As	1995	LTR/Gypsy	32.8	7.43397711019655	4.63869726310204	non-autonomous	ancylostoma_ceylanicum	-3.3032629562134
Undetermined_As:5816	31.1247488225815	16.1835687845292	Undetermined	rnd-4_family-1197	N0.HOG0000003_OG0000003_n0	C	As	502	LTR/Gypsy	32.3	62.0014916784491	32.2381848297395	non-autonomous	ancylostoma_ceylanicum	-0.506284040241173
Undetermined_As:5818	4.55505082522306	4.46118680446343	Undetermined	rnd-5_family-193-1	N0.HOG0000016_OG0000008_n0	HC	As	1142	LTR/Pao	23.8	3.98866096779603	3.90646830513435	non-autonomous	ancylostoma_ceylanicum	-3.55111774134055
int_As:5820	38.5229280071779	25.9355703100678	int	rnd-5_family-28-1	N0.HOG0000086_OG0000072_n0	C	As	911	LTR/Pao	22.1	42.2864193273083	28.4693417234553	non-autonomous	ancylostoma_ceylanicum	-0.685645420438355
int_As:5826	7.66609556512314	8.02082367716748	int	rnd-5_family-66-1	N0.HOG0000003_OG0000003_n0	C	As	186	LTR/Gypsy	18.5	41.2155675544255	43.1227079417606	non-autonomous	ancylostoma_ceylanicum	-0.0866067787955442
Undetermined_As:5830	2.39243209092954	2.00280414189121	Undetermined	rnd-4_family-984	N0.HOG0000003_OG0000003_n0	C	As	1302	LTR/Gypsy	30.2	1.83750544618244	1.53825202910231	non-autonomous	ancylostoma_ceylanicum	-4.89569075477622
LTR_As:5834	60.5656295802624	35.2948965210023	LTR	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	430	LTR/Gypsy	0.5	140.850301349447	82.0811547000052	non-autonomous	ancylostoma_ceylanicum	0.841996471128329
int_As:5835	3442.80594874658	4347.46771359001	int	rnd-5_family-146-1	N0.HOG0000003_OG0000003_n0	C	As	7169	LTR/Gypsy	2.4	480.235172094655	606.425960885759	non-autonomous	ancylostoma_ceylanicum	3.7272050555119
int_As:5866	408.561548561902	380.702338569852	int	rnd-5_family-6-1	no_RT	Other	As	597	LTR/Pao	37.8	684.357702783756	637.692359413487	non-autonomous	ancylostoma_ceylanicum	3.79973413488453
int_As:5874	34.2266811827941	31.6344023363459	int	rnd-5_family-28-1	N0.HOG0000086_OG0000072_n0	C	As	501	LTR/Pao	16.6	68.3167289077727	63.142519633425	non-autonomous	ancylostoma_ceylanicum	0.463557275490221
int_As:5876	134.750869277296	83.2173862407685	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	838	LTR/Pao	33.8	160.800559996774	99.3047568505591	non-autonomous	ancylostoma_ceylanicum	1.11680827123734
int_As:5883	444.773570563916	479.550133917754	int	rnd-5_family-3354	no_RT	Other	As	3362	LTR/Copia	1.8	132.294339846495	142.638350362211	non-autonomous	ancylostoma_ceylanicum	1.63923546255319
LTR_As:5884	7.19152640169911	5.85407315153016	LTR	rnd-5_family-3354	no_RT	Other	As	368	LTR/Copia	0.3	19.542191308965	15.9078074769841	non-autonomous	ancylostoma_ceylanicum	-1.5253195482268
LTR_As:5890	0.478682672312295	2.4644452822858	LTR	rnd-5_family-3354	no_RT	Other	As	84	LTR/Copia	8.3	5.69860324181304	29.3386343129262	non-autonomous	ancylostoma_ceylanicum	-0.642252839066462
Undetermined_As:5918	13.6417944963435	17.9988266404733	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	84	LTR/Gypsy	6	162.40231543266	214.271745719921	non-autonomous	ancylostoma_ceylanicum	2.22631516544764
Undetermined_As:5933	2.87215612614393	3.85182682579323	Undetermined	rnd-5_family-125-1	N0.HOG0000010_OG0000006_n0	HC	As	419	LTR/Pao	13	6.8547878905583	9.19290411883826	non-autonomous	ancylostoma_ceylanicum	-2.31646195686579
Undetermined_As:5934	3.82664340579417	3.22828767457308	Undetermined	rnd-5_family-125-1	N0.HOG0000010_OG0000006_n0	HC	As	174	LTR/Pao	3	21.9922034815757	18.5533774400752	non-autonomous	ancylostoma_ceylanicum	-1.30337271782687
Undetermined_As:5962	3.1108802320268	1.5418356575709	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	1284	LTR/Gypsy	10	2.42280391902399	1.20080658689322	non-autonomous	ancylostoma_ceylanicum	-5.25297885453103
int_As:5980	5.75016669533694	12.0180549898144	int	rnd-5_family-66-1	N0.HOG0000003_OG0000003_n0	C	As	359	LTR/Gypsy	5.1	16.0171774243369	33.4764762947476	non-autonomous	ancylostoma_ceylanicum	-0.451906876448276
Undetermined_As:5984	2.63225356339281	3.23690455322883	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	1274	LTR/Gypsy	6	2.06613309528478	2.54074140755795	non-autonomous	ancylostoma_ceylanicum	-4.17173310261272
int_As:5988	12.6785595165228	18.3413088340604	int	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	879	LTR/Pao	6.5	14.4238447286949	20.8661078885783	non-autonomous	ancylostoma_ceylanicum	-1.13389303277599
int_As:5990	24.3926399082647	18.5064023052091	int	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	537	LTR/Pao	7.1	45.4239104436959	34.4625741251566	non-autonomous	ancylostoma_ceylanicum	-0.410024090167425
LTR_As:5996	109.525734305834	146.135228365094	LTR	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	507	LTR/Pao	6.3	216.027089360619	288.235164428193	non-autonomous	ancylostoma_ceylanicum	2.65411989313905
int_As:5997	294.213658478148	325.99116181742	int	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	2933	LTR/Pao	6.5	100.311509880037	111.145980844671	non-autonomous	ancylostoma_ceylanicum	1.27932931934603
int_As:5998	6.46557220084016	2.93672785448693	int	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	837	LTR/Pao	7.6	7.72469796994046	3.50863542949454	non-autonomous	ancylostoma_ceylanicum	-3.70607260043112
int_As:5999	2.39447865968803	1.69465422469014	int	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	444	LTR/Pao	8	5.39296995425232	3.81678879434716	non-autonomous	ancylostoma_ceylanicum	-3.58462329451547
int_As:6000	1.91305253497202	0.925133214952204	int	rnd-5_family-440	N0.HOG0000016_OG0000008_n0	HC	As	510	LTR/Pao	6.3	3.75108340190592	1.81398669598471	non-autonomous	ancylostoma_ceylanicum	-4.65781877537843
LTR_As:6023	143.188627106524	281.011461118241	LTR	rnd-5_family-184-1	no_RT	Other	As	242	LTR/Gypsy	3	591.688541762494	1161.20438478612	non-autonomous	ancylostoma_ceylanicum	4.66442355909356
int_As:6024	531.912827854749	709.979375355126	int	rnd-5_family-184-1	no_RT	Other	As	280	LTR/Gypsy	14.4	1899.68867090982	2535.64062626831	non-autonomous	ancylostoma_ceylanicum	5.79115192257725
int_As:6026	170.259412573009	195.789530337121	int	rnd-5_family-6278	N0.HOG0000003_OG0000003_n0	C	As	1474	LTR/Gypsy	32	115.508421012896	132.828718003474	non-autonomous	ancylostoma_ceylanicum	1.53644063520175
int_As:6029	62.0328805392157	123.484971881319	int	rnd-5_family-184-1	no_RT	Other	As	1146	LTR/Gypsy	9.8	54.1299132104849	107.753029564851	non-autonomous	ancylostoma_ceylanicum	1.23460197184446
LTR_As:6030	0.718204339716627	1.23279228077131	LTR	rnd-5_family-184-1	no_RT	Other	As	242	LTR/Gypsy	3	2.96778652775466	5.09418297839386	non-autonomous	ancylostoma_ceylanicum	-3.16813186954056
int_As:6035	14.6022946717377	13.6945245733725	int	rnd-5_family-166-1	N0.HOG0000003_OG0000003_n0	C	As	281	LTR/Gypsy	1.8	51.9654614652589	48.734962894564	non-autonomous	ancylostoma_ceylanicum	0.0899025904788724
LTR_As:6036	0.718561616650108	0.308191329687915	LTR	rnd-5_family-166-1	N0.HOG0000003_OG0000003_n0	C	As	100	LTR/Gypsy	3	7.18561616650108	3.08191329687915	non-autonomous	ancylostoma_ceylanicum	-3.8931563751239
int_As:6047	0	0.15414596505186	int	rnd-5_family-664	N0.HOG0000047_OG0000033_n0	C	As	108	LTR/Gypsy	15.7	0	1.42727745418388	non-autonomous	ancylostoma_ceylanicum	-5.00371683702328
int_As:6048	17.4813771639699	13.5993857111497	int	rnd-5_family-664	N0.HOG0000047_OG0000033_n0	C	As	1398	LTR/Gypsy	29	12.504561633741	9.72774371326872	non-autonomous	ancylostoma_ceylanicum	-2.23487743027122
int_As:6052	61.2859535460515	159.277241971546	int	rnd-5_family-664	N0.HOG0000047_OG0000033_n0	C	As	1120	LTR/Gypsy	29	54.7196013804031	142.21182318888	non-autonomous	ancylostoma_ceylanicum	1.63491495194935
int_As:6054	6.463509487966	1.69195560011191	int	rnd-5_family-6-1	no_RT	Other	As	522	LTR/Pao	32.5	12.3822020842261	3.24129425308795	non-autonomous	ancylostoma_ceylanicum	-3.82041265217607
Undetermined_As:6062	437.911042931199	522.436712193008	Undetermined	rnd-4_family-1189	N0.HOG0000050_OG0000036_n0	C	As	932	LTR/DIRS	27.9	469.861634046351	560.554412224258	non-autonomous	ancylostoma_ceylanicum	3.61372795960064
Undetermined_As:6064	12.4464854252194	21.3848704158056	Undetermined	rnd-4_family-1189	N0.HOG0000050_OG0000036_n0	C	As	152	LTR/DIRS	19.1	81.8847725343384	140.689936946089	non-autonomous	ancylostoma_ceylanicum	1.61939268079261
Undetermined_As:6066	25.632002238235	38.6099471130004	Undetermined	rnd-4_family-1189	N0.HOG0000050_OG0000036_n0	C	As	350	LTR/DIRS	28.1	73.2342921092427	110.314134608573	non-autonomous	ancylostoma_ceylanicum	1.26849119545858
int_As:6070	317.858947551523	523.949026715061	int	rnd-5_family-293-1	N0.HOG0000050_OG0000036_n0	C	As	2119	LTR/DIRS	33.7	150.004222534933	247.26240052622	non-autonomous	ancylostoma_ceylanicum	2.43291641520853
int_As:6076	14.6239413741673	14.0519607004624	int	rnd-5_family-196-1	no_RT	Other	As	1417	LTR/Gypsy	12.8	10.3203538279233	9.91669774203416	non-autonomous	ancylostoma_ceylanicum	-2.20712286688811
int_As:6087	74.7599969612446	101.111253592672	int	rnd-1_family-215	no_RT	Other	As	2562	LTR/Pao	16.4	29.1803266827653	39.465750816812	non-autonomous	ancylostoma_ceylanicum	-0.214453359421415
LTR_As:6088	2.15645696568828	3.07512266760776	LTR	rnd-1_family-215	no_RT	Other	As	276	LTR/Pao	11.3	7.81324987568216	11.1417487956803	non-autonomous	ancylostoma_ceylanicum	-2.0390788613285
Undetermined_As:6114	16.01291326096	8.79292065567215	Undetermined	rnd-4_family-579	N0.HOG0000070_OG0000056_n0	C	As	1331	LTR/Gypsy	1.1	12.0307387385124	6.60625143175969	non-autonomous	ancylostoma_ceylanicum	-2.79315077120209
Undetermined_As:6115	48.9070536392319	24.1813686856147	Undetermined	rnd-4_family-579	N0.HOG0000070_OG0000056_n0	C	As	4054	LTR/Gypsy	0.5	12.0639007496872	5.96481714001348	non-autonomous	ancylostoma_ceylanicum	-2.94050473964792
Undetermined_As:6116	275.034532423887	232.448382770321	Undetermined	rnd-4_family-579	N0.HOG0000070_OG0000056_n0	C	As	5466	LTR/Gypsy	1.6	50.3173312154934	42.5262317545409	non-autonomous	ancylostoma_ceylanicum	-0.106701531929359
int_As:6119	28.4666690632771	28.9500090475569	int	rnd-5_family-84-1	no_RT	Other	As	224	LTR/Gypsy	22.8	127.083344032487	129.241111819451	non-autonomous	ancylostoma_ceylanicum	1.49693860621262
LTR_As:6120	27.0571543780312	35.7661753706218	LTR	rnd-5_family-84-1	no_RT	Other	As	295	LTR/Gypsy	8.3	91.7191673831565	121.241272442786	non-autonomous	ancylostoma_ceylanicum	1.40475443798966
int_As:6125	5.7424885738989	10.4769954077898	int	rnd-5_family-103-1	N0.HOG0000010_OG0000006_n0	HC	As	90	LTR/Pao	18.9	63.8054285988766	116.411060086553	non-autonomous	ancylostoma_ceylanicum	1.34610167302908
int_As:6126	76.3731352395665	110.538489629598	int	rnd-5_family-103-1	N0.HOG0000010_OG0000006_n0	HC	As	800	LTR/Pao	22.9	95.4664190494582	138.173112036997	non-autonomous	ancylostoma_ceylanicum	1.59335043946575
Undetermined_As:6157	86.2449591037858	106.655739025234	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	1495	LTR/Gypsy	5.7	57.6889358553751	71.3416314550061	non-autonomous	ancylostoma_ceylanicum	0.639689652544464
Undetermined_As:6158	138.092421779338	127.200607198169	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	1130	LTR/Gypsy	4.7	122.205682990565	112.566909024928	non-autonomous	ancylostoma_ceylanicum	1.29765632417674
Undetermined_As:6160	138.879923226599	111.708137780322	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	830	LTR/Gypsy	6.8	167.325208706746	134.588117807617	non-autonomous	ancylostoma_ceylanicum	1.55542458578165
Undetermined_As:6163	28.9222666551031	32.9320197496765	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	756	LTR/Gypsy	6.3	38.2569664750041	43.5608726847572	non-autonomous	ancylostoma_ceylanicum	-0.0720216986416329
Undetermined_As:6164	106.282806267799	78.7962990204003	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	815	LTR/Gypsy	5.6	130.408351248833	96.6825754851537	non-autonomous	ancylostoma_ceylanicum	1.07820134945974
Undetermined_As:6166	36.8738940693522	30.8375098976448	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	450	LTR/Gypsy	11	81.9419868207826	68.5277997725441	non-autonomous	ancylostoma_ceylanicum	0.581634811537191
int_As:6169	4.06968230329385	2.62037001846521	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	358	LTR/Pao	30	11.367827662832	7.31946932532181	non-autonomous	ancylostoma_ceylanicum	-2.64524359605175
int_As:6170	13.8735781691279	10.1505934294199	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	295	LTR/Pao	12.6	47.0290785394165	34.4087912861692	non-autonomous	ancylostoma_ceylanicum	-0.4122773415848
int_As:6172	90.6243766899459	33.6224908608321	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	692	LTR/Pao	32.7	130.960081921887	48.5874145387747	non-autonomous	ancylostoma_ceylanicum	0.0855281095034988
Undetermined_As:6175	29.2097036397813	28.1983692018013	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	1286	LTR/Gypsy	6.9	22.7136109174038	21.9271922253509	non-autonomous	ancylostoma_ceylanicum	-1.06233346859187
Undetermined_As:6176	81.8855694751572	102.34423934958	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	2519	LTR/Gypsy	2.6	32.5071732731867	40.6289159783964	non-autonomous	ancylostoma_ceylanicum	-0.172547682999513
Undetermined_As:6178	12.9252100627289	11.2623706996697	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	83	LTR/Gypsy	3.6	155.725422442517	135.691213249033	non-autonomous	ancylostoma_ceylanicum	1.5672008407624
int_As:6182	20.8470041686839	25.5733445233974	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	224	LTR/Pao	31.8	93.0669828959101	114.16671662231	non-autonomous	ancylostoma_ceylanicum	1.31801565803346
int_As:6183	123.825054212248	92.8826268650658	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	2298	LTR/Pao	32.1	53.8838356015005	40.4188976784446	non-autonomous	ancylostoma_ceylanicum	-0.180024579027763
int_As:6184	15.7848261670821	37.5654696859844	int	rnd-5_family-24-1	N0.HOG0000086_OG0000072_n0	C	As	276	LTR/Pao	31.1	57.1913991560944	136.106774224581	non-autonomous	ancylostoma_ceylanicum	1.57161241298442
int_As:6188	8.13328795765406	14.5865215050989	int	rnd-5_family-66-1	N0.HOG0000003_OG0000003_n0	C	As	324	LTR/Gypsy	9.3	25.1027406100434	45.0201281021572	non-autonomous	ancylostoma_ceylanicum	-0.0244843935797201
Undetermined_As:6190	990.949454324101	698.40691451653	Undetermined	rnd-4_family-90	N0.HOG0000009_OG0000005_n23	HC	As	1007	LTR/Gypsy	7.9	984.061027134162	693.552050165373	non-autonomous	ancylostoma_ceylanicum	3.92087769837421
int_As:6199	27.773412607513	102.000534367247	int	rnd-4_family-2594	no_RT	Other	As	174	LTR/Gypsy	9.2	159.617313836281	586.209967627859	non-autonomous	ancylostoma_ceylanicum	3.67829103852243
int_As:6200	1370.00258143447	695.295482614272	int	rnd-4_family-2594	no_RT	Other	As	3200	LTR/Gypsy	2.6	428.12580669827	217.27983831696	non-autonomous	ancylostoma_ceylanicum	2.24642785055722
int_As:6205	456.721908838594	461.75852792664	int	rnd-4_family-2594	no_RT	Other	As	1618	LTR/Gypsy	5	282.275592607289	285.388459781607	non-autonomous	ancylostoma_ceylanicum	2.63980053731434
LTR_As:6206	2.39140985600027	1.53849652570862	LTR	rnd-4_family-2594	no_RT	Other	As	64	LTR/Gypsy	3.1	37.3657790000042	24.0390082141971	non-autonomous	ancylostoma_ceylanicum	-0.929677179981462
Undetermined_As:6264	1.43606160276757	2.46563848912028	Undetermined	rnd-5_family-189-1	N0.HOG0000003_OG0000003_n0	C	As	1260	LTR/Gypsy	9.7	1.13973143076791	1.95685594374625	non-autonomous	ancylostoma_ceylanicum	-4.54844509618976
int_As:6282	19.8408694253033	14.4925951102757	int	rnd-5_family-1396	N0.HOG0000032_OG0000021_n0	C	As	351	LTR/Pao	10.3	56.5266935193827	41.2894447586202	non-autonomous	ancylostoma_ceylanicum	-0.149281537534429
Undetermined_As:6284	52.8841009747983	32.2089256732014	Undetermined	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	1709	LTR/Pao	32.7	30.9444710209469	18.846650481686	non-autonomous	ancylostoma_ceylanicum	-1.28074641198051
int_As:6286	8.8646770849789	5.08647921144633	int	rnd-5_family-1468	N0.HOG0000032_OG0000021_n0	C	As	1346	LTR/Pao	32.7	6.58594137071241	3.77895929527959	non-autonomous	ancylostoma_ceylanicum	-3.59899367154826
int_As:6294	6.93582047960229	6.94930975139844	int	rnd-5_family-170-1	N0.HOG0000009_OG0000005_n23	HC	As	742	LTR/Gypsy	15.3	9.3474669536419	9.365646565227	non-autonomous	ancylostoma_ceylanicum	-2.28960405480728
int_As:6306	1656.03961993854	1312.17088870651	int	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	707	LTR/Gypsy	20.3	2342.34741151137	1855.97013961317	non-autonomous	ancylostoma_ceylanicum	5.34097513367014
int_As:6307	3030.58592490705	2627.73354178365	int	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	812	LTR/Gypsy	16.7	3732.24867599391	3236.1250514577	non-autonomous	ancylostoma_ceylanicum	6.14306899225545
int_As:6308	888.409132638426	737.093660202298	int	rnd-5_family-685	N0.HOG0000009_OG0000005_n23	HC	As	268	LTR/Gypsy	19	3314.95945014338	2750.34947836678	non-autonomous	ancylostoma_ceylanicum	5.90841658335583
int_As:6315	11.7467231574673	10.7825468998674	int	rnd-1_family-215	no_RT	Other	As	860	LTR/Pao	16.6	13.6589804156597	12.537845232404	non-autonomous	ancylostoma_ceylanicum	-1.86876512916388
LTR_As:6316	2.15269663736957	4.62677610206699	LTR	rnd-1_family-215	no_RT	Other	As	276	LTR/Pao	14.5	7.79962549771583	16.7636815292282	non-autonomous	ancylostoma_ceylanicum	-1.44971553647514
LTR_As:6322	1.19643118181083	0.770719449811107	LTR	rnd-1_family-215	no_RT	Other	As	282	LTR/Pao	11.1	4.24266376528664	2.73304769436563	non-autonomous	ancylostoma_ceylanicum	-4.06647201384413
int_As:6323	27.7696074250963	33.4524740983954	int	rnd-1_family-215	no_RT	Other	As	638	LTR/Pao	14.9	43.5260304468594	52.433344981811	non-autonomous	ancylostoma_ceylanicum	0.195430029943333
LTR_As:6324	3.34953361043593	12.623258759162	LTR	rnd-1_family-215	no_RT	Other	As	276	LTR/Pao	15.2	12.1359913421592	45.7364447795724	non-autonomous	ancylostoma_ceylanicum	-0.00171033005264043
int_As:6325	5.02193730243496	9.86829450353582	int	rnd-1_family-215	no_RT	Other	As	224	LTR/Pao	25.4	22.4193629572989	44.0548861764992	non-autonomous	ancylostoma_ceylanicum	-0.0557525165486314
int_As:6326	40.9247152172786	44.4542202577844	int	rnd-1_family-215	no_RT	Other	As	1524	LTR/Pao	17.9	26.8534876753797	29.1694358646879	non-autonomous	ancylostoma_ceylanicum	-0.650597070620667
Undetermined_As:6332	5.26387903763706	8.16190335657955	Undetermined	rnd-5_family-92-1	N0.HOG0000032_OG0000021_n0	C	As	250	LTR/Pao	21.9	21.0555161505482	32.6476134263182	non-autonomous	ancylostoma_ceylanicum	-0.488077022328227
LTR_As:6335	2.39755376815873	5.08647921144633	LTR	rnd-1_family-215	no_RT	Other	As	275	LTR/Pao	13.8	8.71837733875903	18.496288041623	non-autonomous	ancylostoma_ceylanicum	-1.30781878534996
int_As:6336	26.5783791330695	91.6221577046356	int	rnd-1_family-215	no_RT	Other	As	608	LTR/Pao	14.9	43.7144393636011	150.694338329993	non-autonomous	ancylostoma_ceylanicum	1.71849875450464
LTR_As:6339	3.59091017092591	3.69538672622603	LTR	rnd-1_family-215	no_RT	Other	As	276	LTR/Pao	14.1	13.0105440975576	13.3890823413987	non-autonomous	ancylostoma_ceylanicum	-1.77399747061422
int_As:6340	217.048807812488	191.058348887876	int	rnd-1_family-215	no_RT	Other	As	2375	LTR/Pao	16.2	91.3889717105213	80.4456205843688	non-autonomous	ancylostoma_ceylanicum	0.812959328074199
LTR_As:6343	3.58951475942148	3.85343366972793	LTR	rnd-1_family-215	no_RT	Other	As	263	LTR/Pao	17.9	13.6483450928574	14.6518390483952	non-autonomous	ancylostoma_ceylanicum	-1.64397279735488
