Adult_IP	Secr_IP	LTR_type	family	HOG	cons	strand	length	dt	Adult_IP_rpkm	Secr_IP_rpkm	sim_LTR	length_centred
int_As:17003	0.815841708482255	6.09333421971437	int	rnd-1_family-943	no_RT	Other	As	3.8207923810882	1	-2.83254514814645	-0.0926556188605177	int	0.834939935922355
int_As:17025	11.5440015117637	5.71215283068442	int	rnd-1_family-218	no_RT	Other	As	3.123198075032	0	3.13396280163329	2.1332639700061	int	0.13734562986615
LTR_As:17033	11.4652289627967	34.7539679980258	LTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.69460519893357	1	4.54795594173905	6.13831629764188	LTR	-0.29124724623228
LTR_As:17034	7.59119321827278	34.0116705695905	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.48713837547719	1	4.64948511246445	6.79646457081931	LTR	-0.498714069688662
int_As:17035	94.7288753021849	408.085827840759	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.2610248339924	1	5.70035734674169	7.80602467204039	int	0.275172388826548
int_As:17040	35.0607592005824	166.234834645511	int	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.38916608436453	1	7.1656001871969	9.40721140488428	int	-0.596686360801316
int_As:17041	59.7112981590355	192.884679985935	int	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	3.16435285578444	1	5.35670952991414	7.04647609774171	int	0.178500410618588
LTR_As:17042	21.9392819269516	76.5402769189546	LTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.69722934275972	1	5.46867651658598	7.26607077786219	LTR	-0.288623102406131
LTR_As:17051	2.35275195080103	16.1413393774655	LTR	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	2.45331834004704	1	3.1185110511556	5.83884436768784	LTR	-0.532534105118811
int_As:17052	6.52162726751815	15.9814290133218	int	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	2.80888586735981	1	3.36505673811517	4.64342663382224	int	-0.176966577806037
int_As:17053	28.7181267768584	157.085624342611	int	rnd-5_family-274	N0.HOG0000174_OG0000160_-	LC	As	3.50297305906563	1	3.1787489113599	5.62561055931181	int	0.517120613899782
LTR_As:17067	6.99637656254868	0.804175152790326	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.98000337158375	0	2.89622958815237	-0.057072784349495	LTR	-0.00584907358210263
int_As:17068	205.09111334914	93.8174912015595	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.95799017840683	0	4.49854595161383	3.371157419858	int	0.972137733240981
int_As:17069	36.1529359389022	1.98049255472106	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.05076631123304	0	5.01192630721876	0.897839410546247	int	0.0649138660671933
int_As:17071	25.8133141471029	9.55217451591924	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.97173959088778	0	4.79025924719245	3.3667314705823	int	-0.0141128542780709
int_As:17100	13.5056446998033	30.7254298840927	int	rnd-5_family-3723	N0.HOG0000026_OG0000015_n0	C	As	3.48685535527694	1	2.15027006994667	3.32939463376366	int	0.501002910111094
int_As:17130	132.793986437699	556.430010992964	int	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3.8326366275967	1	4.2883220196934	6.35439191227844	int	0.846784182430854
LTR_As:17131	11.3722795657773	39.7539200006971	LTR	rnd-4_family-356	no_RT	Other	As	2.3747483460101	1	5.59884487587921	7.39418841477296	LTR	-0.611104099155745
soloLTR_As:17197	22.0724241468898	78.3826252866796	soloLTR	rnd-3_family-2400	N0.HOG0000003_OG0000003_n0	C	As	2.98497712641549	1	4.52148996249363	6.34445833558881	soloLTR	-0.000875318750355625
int_As:17203	10.6973151246159	5.30867877976925	int	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	3.4295908022233	0	2.00732935007579	1.01183738415349	int	0.443738357057453
LTR_As:17205	0.354309168094567	0.925455713966995	LTR	rnd-4_family-2256	N0.HOG0000003_OG0000003_n0	C	As	2.68214507637383	1	-0.0399970652957826	1.11118717206382	LTR	-0.303707368792017
soloLTR_As:17207	240.994289383919	13.622368224529	soloLTR	rnd-4_family-613	N0.HOG0000010_OG0000006_n0	HC	As	2.99694924849538	0	7.92366971601755	3.79005561522769	soloLTR	0.011096803329532
int_As:17285	5.66151982680886	0.744967499368671	int	rnd-5_family-458	N0.HOG0000026_OG0000015_n0	C	As	2.99299509843134	0	2.55314892032497	-0.19603656661876	int	0.00714265326549235
int_As:17306	32.0665415005456	1.78975598892661	int	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	3.62179922400267	0	2.94253236757925	-1.13704290609987	int	0.635946778836819
int_As:17323	8.82661509621981	2.03173473030502	int	rnd-5_family-1490	N0.HOG0000032_OG0000021_n0	C	As	3.15014216184856	0	2.66154675535391	0.602329974879963	int	0.16428971668271
int_As:17331	119.32917209947	46.2644963378258	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.32180548385754	0	5.83116174959877	4.46635877147262	int	0.33595303869169
LTR_As:17333	72.2907599980123	32.9599436830999	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.9795483747041	0	6.245944285522	5.11554982978854	LTR	-0.00630407046175385
int_As:17353	23.6481443476719	1.67017877683942	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	3.23502315949522	0	3.78984053261306	0.0543543354085732	int	0.249170714329375
int_As:17436	222.723937755472	9.04324522844183	int	rnd-5_family-2004	N0.HOG0000009_OG0000005_n23	HC	As	3.59868109890716	0	5.81107327849013	1.20611464330365	int	0.612828653741314
LTR_As:17452	2.00617748926164	3.70256999729302	LTR	rnd-4_family-356	no_RT	Other	As	2.63245729218472	1	2.30463673061882	3.15308235862224	LTR	-0.353395152981125
int_As:17463	44.2239318094463	9.31114120624522	int	rnd-1_family-807	no_RT	Other	As	3.28891960566173	0	4.51069125964237	2.27668039287548	int	0.303067160495877
int_As:17466	9.10203153737702	5.17806743974002	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	2.55870857053317	0	4.66998834659273	3.86964719477668	int	-0.427143874632683
LTR_As:17472	3.24707562584689	5.92092597550342	LTR	rnd-1_family-807	no_RT	Other	As	2.3654879848909	1	3.85643822565629	4.70104920662149	LTR	-0.620364460274949
int_As:17473	20.6508422376209	7.74028001933327	int	rnd-1_family-807	no_RT	Other	As	3.03742649794062	0	4.25172905465217	2.8491150999889	int	0.0515740527747748
int_As:17491	38.9779157652675	70.4345383858494	int	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	3.77099920516394	1	2.72758204777443	3.57933313013435	int	0.785146759998092
int_As:17559	27.3113103429426	1.41827008905346	int	rnd-5_family-1215	N0.HOG0000003_OG0000003_n0	C	As	3.8333383889394	0	2.00912501426306	-2.15309487913694	int	0.847485943773548
int_As:17595	13.1389031551694	1.29265489695619	int	rnd-5_family-870	no_RT	Other	As	2.76192783842053	0	4.51907621548516	1.28251968747327	int	-0.22392460674532
int_As:17653	116.046155381569	3.27950791647587	int_fl	rnd-5_family-557	N0.HOG0000003_OG0000003_n0	C	As	3.8862086241675	0	3.91604594118031	-1.18122618667367	int	0.900356179001649
int_As:17698	18.057753586149	5.93944570960831	int	rnd-4_family-350	N0.HOG0000027_OG0000016_n0	C	As	3.15533603746506	0	3.66758895695969	2.08159384321322	int	0.169483592299213
int_As:17724	13.3432094397064	24.4157803320732	int_fl	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3.7791634237645	1	1.16196922985217	2.02812032974715	int	0.79331097859865
int_As:17761	118.242370168992	12.7904759048877	int	rnd-4_family-946	N0.HOG0000010_OG0000006_n0	HC	As	3.94046667766353	0	3.76282678174681	0.565602200896764	int	0.95461423249768
int_As:17781	165.692747764027	44.8575057354378	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	3.35869609957381	0	6.18179325704874	4.2993635896462	int	0.372843654407962
int_As:17782	15.6826686557283	3.51690624381106	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	2.73479982958885	0	4.86248753876225	2.74113845923181	int	-0.251052615577002
int_As:17785	20.7430713839679	85.5783513185793	int	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	2.71683772329952	1	5.32310157481705	7.36173353839691	int	-0.269014721866324
int_As:17789	0.805698433806102	1.73300492252484	int	rnd-1_family-218	no_RT	Other	As	2.24551266781415	1	2.38371258703975	3.39136972235721	int	-0.740339777351699
int_As:17822	4.40563917575472	12.7298785513393	int	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	3.15836249209525	1	1.65006374124147	3.15690668433812	int	0.172510046929401
int_As:17825	10.5636969843235	3.77026264283084	int	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	3.82373498839873	0	0.68010352587038	-0.778856037327674	int	0.837882543232882
int_As:17835	4.84094015596033	0.92996604408534	int	rnd-4_family-243	N0.HOG0000050_OG0000036_n0	C	As	3.3220124385824	0	1.23912088398305	-1.00769070926759	int	0.336159993416552
soloLTR_As:17861	1.45170976641327	7.18024189595094	soloLTR	rnd-1_family-767	N0.HOG0000032_OG0000021_n0	C	As	2.50785587169583	1	2.28153433886908	4.50157907792065	soloLTR	-0.477996573470018
soloLTR_As:17863	70.4264106974599	7.61580228669816	soloLTR	rnd-5_family-273	N0.HOG0000027_OG0000016_n0	C	As	2.85003325768977	0	6.6385502112908	3.44857862328211	soloLTR	-0.13581918747608
LTR_As:17887	16.7395546811914	73.1953631374947	LTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.90471554527868	1	4.39148198021998	6.51244867452566	LTR	-0.0811368998871682
int_As:17888	222.414443037052	426.161999483405	int	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	3.94423584379348	1	4.66116026191121	5.59895912728714	int	0.958383398627631
LTR_As:17889	1.98287183545639	5.18783418547341	LTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.90471554527868	1	1.38483369143226	2.72293088388569	LTR	-0.0811368998871682
int_As:17917	119.078287202057	4.31214909980628	int	rnd-5_family-5512	N0.HOG0000003_OG0000003_n0	C	As	3.76357772446665	0	4.3605929875934	-0.390673561543373	int	0.777725279300796
int_As:18011	10.2033737901347	2.47358441921154	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.60195140413352	0	1.36734630217542	-0.628179330617872	int	0.616098958967672
int_As:18013	2.96135977678569	1.05334973452767	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.67338957818831	0	-0.616152065104028	-2.01384120305187	int	0.687537133022456
int_As:18023	7.45821726281517	1.31577604258891	int	rnd-1_family-878	N0.HOG0000026_OG0000015_n0	C	As	2.43775056282039	0	4.78840021181452	2.38398321359633	int	-0.548101882345461
int_As:18029	27.108494568478	2.46845927209911	int	rnd-5_family-7636	N0.HOG0000050_OG0000036_n0	C	As	3.45071087814692	0	3.26948694059227	-0.128713630460272	int	0.464858432981071
int_As:18056	14.4932456178887	7.60092976955737	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	3.60455003257126	0	1.86030994656355	0.939271553459026	int	0.618697587405412
int_As:18058	2.20885852603433	1.1097286203267	int	rnd-5_family-10151	N0.HOG0000095_OG0000081_n0	LC	As	2.78461729263288	0	1.93116621781486	1.0062374322751	int	-0.201235152532974
int_As:18070	0.565838598591619	2.07393003048866	int	rnd-1_family-218	no_RT	Other	As	3.29512708525219	1	-1.53881573137538	0.149261984730645	int	0.309274640086342
int_As:18089	0.789277330537235	1.9945969477569	int	rnd-5_family-120	N0.HOG0000176_OG0000162_-	LC	As	2.41161970596323	1	1.80706266882781	3.03083860861686	int	-0.574232739202619
LTR_As:18106	1.43476100783622	3.61554362069365	LTR	rnd-4_family-1891	N0.HOG0000003_OG0000003_n0	C	As	1.8750612633917	1	4.3675207965369	5.63575687200816	LTR	-1.11079118177415
int_As:18114	5.77900700058305	2.27045196439418	int	rnd-4_family-1891	N0.HOG0000003_OG0000003_n0	C	As	3.0696680969116	0	2.32743626497482	1.02178024864602	int	0.0838156517457467
int_As:18127	15.4304138501658	3.54208952121625	int	rnd-4_family-1290	N0.HOG0000026_OG0000015_n0	C	As	3.40534636017571	0	2.61176945869877	0.523756363284241	int	0.41949391500986
int_As:18136	16.0283621118345	4.58546595946397	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	2.91592721169712	0	4.29203285565885	2.51174401440049	int	-0.0699252334687332
int_As:18137	10.7222008066499	2.28020307800971	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.79705969469997	0	0.789980520655078	-1.38852702953974	int	0.811207249534122
int_As:18140	14.6248670472862	6.43037361192805	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.32551566336315	0	2.80018219001786	1.62885562330896	int	0.339663218197299
LTR_As:18180	5.77332450587529	2.65098831973586	LTR	rnd-5_family-520	N0.HOG0000009_OG0000005_n23	HC	As	2.32428245529769	0	4.80223045861523	3.7117432097577	LTR	-0.661569989868156
int_As:18181	299.100020121181	119.053943182264	int	rnd-5_family-520	N0.HOG0000009_OG0000005_n23	HC	As	3.22505069613805	0	7.47742992020601	6.14924612767702	int	0.2391982509722
int_As:18187	626.780646128137	1314.6101932547	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.64952956594782	1	7.13438767754609	8.20285330283782	int	0.66367712078197
int_As:18190	225.074828258286	108.737160583245	int	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	3.21245396104028	0	7.10923234447509	6.06045208394615	int	0.226601515874427
LTR_As:18191	31.0226377051712	50.7327775389644	LTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.98272338766855	1	5.01791739305902	5.72546832778599	LTR	-0.00312905749730374
int_As:18194	126.230273369607	7.91606439843365	int	rnd-5_family-520	N0.HOG0000009_OG0000005_n23	HC	As	3.43933269383026	0	5.52178121496491	1.54593529295246	int	0.453480248664414
soloLTR_As:18199	28.2552788972608	6.61449357870552	soloLTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.96567197122011	0	4.94028183354675	2.86425852646701	soloLTR	-0.0201804739457425
int_As:18211	26.339491704482	4.75672827096746	int	rnd-5_family-4242	N0.HOG0000047_OG0000033_n0	C	As	3.35564305022087	0	3.54394845770946	1.10262268165047	int	0.36979060505502
soloLTR_As:18223	4.68860493956261	2.59871692942919	soloLTR	rnd-5_family-461	N0.HOG0000010_OG0000006_n0	HC	As	2.98181860717066	0	2.32418907672058	1.50001251713481	soloLTR	-0.00403383799518542
LTR_As:18232	2.209060868915	14.8476093003325	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.31175386105575	1	3.50244457863783	6.18947133571218	LTR	-0.674098584110095
int_As:18233	13.8362780947771	31.2496805497579	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	3.16046853111904	1	3.26911405663653	4.43793981295189	int	0.174616085953188
int_As:18241	2.8883425427119	1.04160846618568	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.71264970162721	0	2.54048553069254	1.16226763619487	int	-0.273202743538638
int_As:18245	101.400267351361	496.299461436974	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	3.25333800532611	1	5.82396303472365	8.11382663196113	int	0.267485560160257
LTR_As:18246	27.6753913027604	180.281752630527	LTR	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.36735592102602	1	6.89804305528203	9.59661723003672	LTR	-0.61849652413983
int_As:18247	0.751737381639642	2.94683696123343	int	rnd-5_family-2974	N0.HOG0000027_OG0000016_n0	C	As	2.27646180417324	1	2.1965087045206	4.01722680232052	int	-0.709390640992605
int_As:18286	8.61399711164075	0.61974986606	int_fl	rnd-4_family-681	N0.HOG0000113_OG0000099_n0	LC	As	3.17522180034305	0	2.54352939304469	-1.02888156222447	int	0.189369355177203
int_As:18308	213.515952567499	11.351988344391	int	rnd-4_family-915	N0.HOG0000009_OG0000005_n23	HC	As	3.62849110496712	0	5.65116557982833	1.43140956010466	int	0.642638659801274
soloLTR_As:18315	4.90105486586196	27.2352102458446	soloLTR	rnd-1_family-767	N0.HOG0000032_OG0000021_n0	C	As	2.50379068305718	1	3.97457652149327	6.42178000049441	soloLTR	-0.482061762108668
int_As:18327	10.3332404677128	3.71102491882788	int	rnd-5_family-2825	N0.HOG0000009_OG0000005_n23	HC	As	3.40346370134532	0	2.04474792719789	0.595098585411237	int	0.417611256179468
int_As:18338	17.2005089946011	10.2451353236138	int	rnd-1_family-807	no_RT	Other	As	3.35487642251623	0	2.93501671107645	2.1939083853702	int	0.369023977350385
int_As:18346	9.54193053363636	17.6869597215028	int	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.42471833733157	1	1.86047369751863	2.74297741449096	int	0.438865892165718
LTR_As:18347	22.4959734223057	43.1540104951238	LTR	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	2.96848294855394	1	4.60357576364717	5.53991529220275	LTR	-0.0173694966119138
int_As:18359	2.62455107256568	0.991396227872075	int	rnd-5_family-957	no_RT	Other	As	2.67024585307412	0	2.5486840714518	1.23982508096117	int	-0.315606592091725
int_As:18362	8.39200809843195	3.1594666770665	int	rnd-5_family-957	no_RT	Other	As	3.41145134213794	0	1.7215929559024	0.343950727217651	int	0.425598896972089
int_As:18391	0.303656558999277	4.1186307641867	int	rnd-1_family-943	no_RT	Other	As	2.49136169383427	1	0.431547957285523	3.77106053079009	int	-0.494490751331576
LTR_As:18412	8.47791914469398	2.96361968095123	LTR	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	2.61909333062674	0	4.36825881814787	2.88699338179829	LTR	-0.366759114539106
int_As:18413	23.1459923251857	2.84280639638136	int	rnd-5_family-453	N0.HOG0000026_OG0000015_n0	C	As	3.17201880942456	0	3.9683250339679	0.9924604096042	int	0.186166364258707
LTR_As:18423	2.8417535801298	8.61625098271674	LTR	rnd-1_family-807	no_RT	Other	As	2.43136376415899	1	3.45202185323718	5.01492481636596	LTR	-0.554488681006862
int_As:18431	32.0246246962007	4.72923655861027	int	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	3.49429376866533	0	3.36421066577601	0.633760291014666	int	0.508441323499484
int_As:18432	35.7460160723509	7.33228868115998	int	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	2.65224634100332	0	6.3195035309043	4.0516430376867	int	-0.333606104162526
int_As:18436	2.94294566288722	1.23497821871797	int	rnd-1_family-807	no_RT	Other	As	2.85308952985187	0	2.09977654265212	0.91950447464293	int	-0.132762915313983
LTR_As:18439	0.494669847303161	1.34142550169953	LTR	rnd-1_family-807	no_RT	Other	As	2.34242268082221	1	1.46794286226199	2.7251454902324	LTR	-0.643429764343643
int_As:18460	35.2756620708097	63.1634701292696	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.80753502806885	1	2.46267108943567	3.30103923286807	int	0.821682582903004
int_As:18464	3.36949062831776	8.42144202946792	int	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	3.05499586152914	1	1.61760224797878	2.91073827097848	int	0.0691434163632927
LTR_As:18465	12.2315742534298	26.767687326179	LTR	rnd-5_family-4989	N0.HOG0000010_OG0000006_n0	HC	As	2.89707700320942	1	3.96779474205203	5.09044249582862	LTR	-0.0887754419564288
int_As:18474	30.2333796636822	7.3991371726828	int	rnd-5_family-1507	N0.HOG0000179_OG0000165_-	LC	As	3.3096301674259	0	3.89491687525209	1.8808426326832	int	0.32377772226005
int_As:18515	29.0848798202089	125.027492062747	int	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.77451696572855	1	5.61686508728212	7.71645100238052	int	-0.211335479437299
int_As:18518	74.3364295415717	261.716191003412	int_fl	rnd-5_family-924	N0.HOG0000010_OG0000006_n0	HC	As	3.23729233756746	1	5.4299346542554	7.24421768809088	int	0.25143989240161
int_As:18519	189.804483926543	1122.19081246162	int_fl	rnd-4_family-1379	N0.HOG0000010_OG0000006_n0	HC	As	3.4896772916637	1	5.94256142419567	8.50557539406887	int	0.503824846497849
int_As:18521	2.10108130766186	5.30466729312802	int	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.38916608436453	1	3.17628194456171	4.46707574758197	int	-0.596686360801316
soloLTR_As:18525	1.08941121758903	4.05792625398834	soloLTR	rnd-1_family-977	N0.HOG0000010_OG0000006_n0	HC	As	2.56937390961505	1	1.69836719723063	3.49107051886871	soloLTR	-0.416478535550803
int_As:18533	23.9697760875734	1.48555495093597	int	rnd-1_family-911	N0.HOG0000003_OG0000003_n0	C	As	3.09061070782841	0	4.28896734237983	0.37652365295501	int	0.104758262662558
int_As:18537	100.328467011285	10.8094924431778	int	rnd-1_family-911	N0.HOG0000003_OG0000003_n0	C	As	3.21005084987514	0	5.95244698380118	2.75154422285978	int	0.224198404709288
soloLTR_As:18539	22.5831057892681	117.392011082936	soloLTR	rnd-5_family-4668	N0.HOG0000027_OG0000016_n0	C	As	2.75815462196739	1	5.30781303104007	7.67998014143802	soloLTR	-0.227697823198459
LTR_As:18542	5.71299871476575	14.2694296197819	LTR	rnd-4_family-1829	N0.HOG0000016_OG0000008_n0	HC	As	2.26717172840301	1	4.97708374637675	6.28069108370712	LTR	-0.718680716762835
LTR_As:18543	6.19227068494541	23.3332537373355	LTR	rnd-4_family-1829	N0.HOG0000016_OG0000008_n0	HC	As	2.61909333062674	1	3.92208487536126	5.81666819423319	LTR	-0.366759114539106
soloLTR_As:18561	14.7536075061339	1.92248853393488	soloLTR	rnd-1_family-995	N0.HOG0000010_OG0000006_n0	HC	As	2.99211148778695	0	3.92028374862311	1.05226063733501	soloLTR	0.00625904262110089
int_As:18635	6.77861986040646	18.0242526303038	int	rnd-5_family-7655	N0.HOG0000003_OG0000003_n0	C	As	3.67154308526257	1	0.554222346894849	1.95012090405387	int	0.685690640096725
int_As:18643	3.67732948810579	6.31686970439838	int	rnd-1_family-218	no_RT	Other	As	3.5736836930938	1	0.0168076410460021	0.779231356853236	int	0.587831247927949
LTR_As:18674	11.4164168737586	1.48169531485194	LTR	rnd-5_family-3200	N0.HOG0000016_OG0000008_n0	HC	As	2.72098574415374	0	4.45420566658191	1.60069876799733	LTR	-0.26486670101211
int_As:18702	4.75859313574116	1.24643930676272	int	rnd-5_family-957	no_RT	Other	As	3.54678935163126	0	0.468238473428398	-1.37208579388707	int	0.560936906465409
int_As:18743	3.87002211208962	0.989627230044219	int	rnd-5_family-3778	N0.HOG0000190_OG0000176_-	LC	As	3.18667386749975	0	1.37405123061768	-0.478167650440308	int	0.200821422333896
int_As:18765	53.6978623683047	4.87557220436267	int	rnd-5_family-1514	N0.HOG0000182_OG0000168_-	LC	As	3.55822842180333	0	3.89544843558219	0.464403932321707	int	0.572375976637477
int_As:18769	36.7110597916129	3.08314694410086	int	rnd-5_family-1514	N0.HOG0000182_OG0000168_-	LC	As	3.72867836685091	0	2.78198634612019	-0.744048497978013	int	0.742825921685065
int_As:18775	0.992950705554345	9.44261986224509	int	rnd-1_family-943	no_RT	Other	As	2.44715803134222	1	1.9835027733911	5.09295135498796	int	-0.53869441382363
int_As:18782	2.51686922921985	7.43658997709069	int_fl	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	2.82151352840477	1	1.98800560593847	3.50946281298041	int	-0.164338916761076
int_As:18783	38.2406329171376	79.2268959300093	int_fl	rnd-1_family-651	N0.HOG0000016_OG0000008_n0	HC	As	3.8654001181793	1	2.38652213262506	3.43518999010501	int	0.879547673013453
soloLTR_As:18789	8.084010867998	3.57313252834231	soloLTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.98855895687862	0	3.07326488954875	1.92032941812722	soloLTR	0.0027065117127667
int_As:18809	21.4384729081236	0.865264344511642	int	rnd-5_family-842	N0.HOG0000003_OG0000003_n0	C	As	3.15533603746506	0	3.91374954310596	-0.546681974882824	int	0.169483592299213
int_As:18816	130.056526601557	23.4411774992077	int	rnd-4_family-1271	N0.HOG0000009_OG0000005_n23	HC	As	3.61971926561173	0	4.96559275616021	2.49928705277306	int	0.633866820445878
int_As:18849	1.14227085910684	2.89678558200437	int	rnd-1_family-218	no_RT	Other	As	2.97497199429807	1	0.411713777776281	1.67308776647585	int	-0.0108804508677802
int_As:18852	9.5346101348866	3.95526874680856	int	rnd-1_family-218	no_RT	Other	As	3.39199307225971	0	1.96807164443213	0.722491074345339	int	0.406140627093864
int_As:18893	6.07841482725282	27.0943524562572	int	rnd-5_family-8234	N0.HOG0000032_OG0000021_n0	C	As	3.92900998549396	1	-0.455618458855866	1.67985386962892	int	0.943157540328112
int_As:18920	44.4596180597865	2.91032020359275	int	rnd-5_family-924	N0.HOG0000010_OG0000006_n0	HC	As	4.06844561835435	0	1.9288068639126	-1.95275231944663	int	1.0825931731885
int_As:18984	7.43969282375498	0.747794104986436	int	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	3.61721009455743	0	0.866800102596414	-2.26462000516148	int	0.631357649391585
LTR_As:18985	6.06830700372668	1.59680188213179	LTR	rnd-4_family-230	N0.HOG0000009_OG0000005_n23	HC	As	2.52504480703685	0	4.2058448959232	2.35188572777716	LTR	-0.460807638129004
soloLTR_As:18991	25.7208637413134	46.8079609192179	soloLTR	rnd-5_family-7032	no_RT	Other	As	2.60852603357719	1	5.9916842344191	6.85263268084703	soloLTR	-0.377326411588655
LTR_As:19043	18.5457973885586	200.154644019802	LTR	rnd-1_family-819	N0.HOG0000010_OG0000006_n0	HC	As	2.9731278535997	1	4.31110832367226	7.73505768565331	LTR	-0.0127245915661502
soloLTR_As:19077	1.06171248140608	2.16209002536334	soloLTR	rnd-1_family-807	no_RT	Other	As	2.41830129131975	1	2.1652634144731	3.11871434017629	soloLTR	-0.567551153846104
soloLTR_As:19101	0.755743163847166	3.38967763626348	soloLTR	rnd-5_family-4970	N0.HOG0000010_OG0000006_n0	HC	As	2.55144999797288	1	1.28687536040474	3.29874711976757	soloLTR	-0.434402447192974
int_As:19189	8.10889694171484	1.23877768423684	int	rnd-4_family-350	N0.HOG0000027_OG0000016_n0	C	As	3.24229290498293	0	2.23467703959124	-0.369078661078322	int	0.256440459817082
int_As:19192	5.49424839029911	1.35631456834712	int	rnd-4_family-350	N0.HOG0000027_OG0000016_n0	C	As	2.68484536164441	0	3.53442752543939	1.60257065359289	int	-0.301007083521437
int_As:19209	10.443029454559	2.32122380741752	int	rnd-1_family-218	no_RT	Other	As	3.08350261983027	0	3.12270645466553	1.00611024284937	int	0.0976501746644183
int_As:19224	8.62198515264046	1.04984391330619	int	rnd-4_family-1271	N0.HOG0000009_OG0000005_n23	HC	As	3.53428000520508	0	1.35206683620647	-1.5563936850909	int	0.548427560039233
int_As:19244	66.0196352235522	191.474666386331	int	rnd-4_family-215	no_RT	Other	As	3.44808766669234	1	4.55879108009002	6.09335092020051	int	0.462235221526492
int_As:19261	1.04742723487899	6.62627460393619	int	rnd-1_family-943	no_RT	Other	As	2.06069784035361	1	3.33499561835734	5.87308053248397	int	-0.925154604812237
int_As:19282	1.92634665104785	0.864822959996572	int_fl	rnd-3_family-1455	N0.HOG0000032_OG0000021_n0	C	As	3.9948008992946	0	-2.27619505604456	-3.33602146558986	int	1.00894845412875
int_As:19297	20.9756433966537	2.16571648439346	int	rnd-5_family-870	no_RT	Other	As	2.78175537465247	0	5.12344280149073	1.91372293796956	int	-0.20409707051338
